Date start:01/01/2019;Date stop:30/06/2019
Data;Marsica II.L1.V1.Status.WTG Event;Marsica II.L1.V2.Status.WTG Event;Marsica II.L2.CM2.Status.WTG Event;Marsica II.L2.CM3.Status.WTG Event;Marsica II.L3.G1.Status.WTG Event;Marsica II.L3.G2.Status.WTG Event;Marsica II.L4.MC1.Status.WTG Event;Marsica II.L4.MC2.Status.WTG Event;Marsica II.L5.A1.Status.WTG Event;Marsica II.L5.A4.Status.WTG Event;Marsica II.L5.A6.Status.WTG Event;Marsica II.L6.A2.Status.WTG Event;Marsica II.L6.A3.Status.WTG Event;Marsica II.L6.A5.Status.WTG Event;
2019/03/07 00:00:50;;;;;0;0;;;;;;;;;
2019/03/07 00:00:53;0;;;;;;;;;;;;;;
2019/03/07 00:00:55;;;0;0;;;;;;;;;;;
2019/03/07 07:22:18;;;;;;;;;;;;;;null;
2019/03/07 12:25:37;;;;;;;;;;;;;;0;
2019/03/07 13:26:30;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/07 13:26:39;;0;;;;;0;;;;;;;;
2019/03/07 13:26:40;;;;;;;;;0;0;0;;;;
2019/03/07 13:26:44;0;;;;0;0;;;;;;0;0;;
2019/03/07 13:26:44;;;0;0;;;;;;;;;;;
2019/03/07 13:26:45;;;;;;;;;;;;;;0;
2019/03/07 16:02:39;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/07 16:03:35;;0;;;;;0;;0;0;0;;;;
2019/03/07 16:03:35;0;;0;0;0;0;;;;;;0;0;;
2019/03/07 16:03:38;;;;;;;;;;;;;;0;
2019/03/08 00:00:37;;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/08 00:00:37;null;;;;;;;;;;;;;;
2019/03/08 00:00:45;0;0;;;;;0;;;;;;;;
2019/03/08 00:00:52;;;;;;;;;;;;0;0;0;
2019/03/08 00:00:52;;;;;;;;;0;0;0;;;;
2019/03/08 00:00:53;;;0;0;;;;;;;;;;;
2019/03/08 00:00:53;;;;;0;0;;;;;;;;;
2019/03/08 05:07:40;;;;;;;;;;;;343;;;
2019/03/08 05:08:40;;;;;;;;;;;;224;;;
2019/03/08 05:08:45;;;;;;;;;;;;0;;;
2019/03/09 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/09 00:00:53;0;0;;;;;0;;;;;;;;
2019/03/09 00:01:00;;;;;0;0;;;;;;;;;
2019/03/09 00:01:00;;;0;0;;;;;;;;;;;
2019/03/09 00:01:01;;;;;;;;;0;0;0;;;;
2019/03/09 00:01:02;;;;;;;;;;;;0;0;0;
2019/03/09 06:21:24;;;null;null;;;;;;;;;;;
2019/03/09 06:23:49;;;0;0;;;;;;;;;;;
2019/03/09 10:48:49;null;;;;;;;;;;;;;;
2019/03/09 10:50:54;0;;;;;;;;;;;;;;
2019/03/10 00:00:37;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/10 00:00:42;0;0;;;;;0;;;;;;;;
2019/03/10 00:00:49;;;;;;;;;;;;0;0;0;
2019/03/10 00:00:50;;;;;;;;;0;0;0;;;;
2019/03/10 00:00:50;;;0;0;;;;;;;;;;;
2019/03/10 00:00:50;;;;;0;0;;;;;;;;;
2019/03/11 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/11 00:00:54;0;0;;;;;0;;;;;;;;
2019/03/11 00:01:01;;;;;;;;;;;;0;0;0;
2019/03/11 00:01:01;;;;;;;;;0;0;0;;;;
2019/03/11 00:01:02;;;0;0;;;;;;;;;;;
2019/03/11 00:01:04;;;;;0;0;;;;;;;;;
2019/03/11 07:23:46;;;;;;;;;;;null;;;;
2019/03/11 14:52:50;;;;;;;;;;;0;;;;
2019/03/11 23:56:38;;;;;;;891;;;;;;;;
2019/03/12 00:00:37;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/12 00:00:42;0;0;;;;;891;;;;;;;;
2019/03/12 00:00:49;;;;;;;;;;;;0;0;0;
2019/03/12 00:00:49;;;0;0;;;;;;;;;;;
2019/03/12 00:00:54;;;;;0;0;;;;;;;;;
2019/03/12 00:00:56;;;;;;;;;0;0;0;;;;
2019/03/12 00:21:42;;;831;;;;;;;;;;;;
2019/03/12 00:24:14;;;;;;;;;;;;;144;;
2019/03/12 00:26:42;;;;;;;224;;;;;;;;
2019/03/12 00:26:44;;;;;;144;;;;;;;;;
2019/03/12 00:26:52;;;;;;;0;;;;;;;;
2019/03/12 00:27:49;;;;;144;;;;;;;;;;
2019/03/12 00:28:13;;;;;;;891;;;;;;;;
2019/03/12 00:29:40;;;;;;;;;;;;891;;;
2019/03/12 00:30:33;;;;;;;;;;333;;;;;
2019/03/12 00:30:41;;;;;;;;;;;;;;null;
2019/03/12 00:30:43;;;;;;;;;null;;;;;;
2019/03/12 00:30:49;null;;;;;;;;;;;;;;
2019/03/12 00:31:15;;;null;;;;;;;;;;;;
2019/03/12 00:31:25;;;;null;;;;;;;;;;;
2019/03/12 00:32:54;;;;;;;;;222;;;;;;
2019/03/12 00:32:56;;;;;;;;;;;;;;222;
2019/03/12 00:33:21;;;;;;;;;;;;;;223;
2019/03/12 00:33:29;;;;;;;;;223;;;;;;
2019/03/12 00:33:44;;;;;;;;;224;;;;;;
2019/03/12 00:33:47;;;;;;;;;;;;;;224;
2019/03/12 00:33:59;;;;;;;;;0;;;;;;
2019/03/12 00:34:12;;;;;;;;;;;;;;0;
2019/03/12 00:34:44;;;;;;;;;;;144;;;;
2019/03/12 00:36:10;;;;;;;;;;null;;;;;
2019/03/12 00:36:11;;null;;;;;;;;;;;;;
2019/03/12 00:36:12;;;;;;;;;;;;null;null;;
2019/03/12 00:37:02;;;;;;;;;;;;;;144;
2019/03/12 00:38:55;;;;;;;;;144;;;;;;
2019/03/12 00:44:27;;;;;;;;;;222;;;;;
2019/03/12 00:44:29;;;;;;;;;;;;222;222;;
2019/03/12 00:44:35;;222;;;;;;;;;;;;;
2019/03/12 00:44:40;;223;;;;;;;;;;;;;
2019/03/12 00:44:42;;;;;;;;;;223;;;;;
2019/03/12 00:44:44;;;;;;;;;;;;;223;;
2019/03/12 00:44:49;;;;;;;;;;;;223;;;
2019/03/12 00:44:54;;;;;;;;;;;;;224;;
2019/03/12 00:44:57;;;;;;;;;;224;;;;;
2019/03/12 00:45:00;;224;;;;;;;;;;;;;
2019/03/12 00:45:04;;;;;;;;;;;;224;0;;
2019/03/12 00:45:10;;0;;;;;;;;;;;;;
2019/03/12 00:46:04;;;;;;;;;;;;0;;;
2019/03/12 00:46:12;;;;;;;;;;0;;;;;
2019/03/12 00:47:29;;;;;;;;;;;;;144;;
2019/03/12 00:48:40;;;;;;;;;;;;144;;;
2019/03/12 00:49:52;;144;;;;;;;;;;;;;
2019/03/12 00:50:13;;;;;;;;;;144;;;;;
2019/03/12 00:58:15;;;;;;;224;;;;;;;;
2019/03/12 00:58:20;;;;;;;0;;;;;;;;
2019/03/12 01:00:36;;;;;;;892;;;;;;;;
2019/03/12 01:00:41;;0;;;;;;;;;;;;;
2019/03/12 01:08:53;;;;;;;;;;224;;;;;
2019/03/12 01:09:03;;;;;;;;;;0;;;;;
2019/03/12 01:09:49;;;;;;;;;;;0;;;;
2019/03/12 01:20:06;;;;;;;;;;;891;;;;
2019/03/12 01:34:25;;;;;;;;;0;;;;;;
2019/03/12 01:50:59;;;;;;;;;;;224;;;;
2019/03/12 01:51:54;;;;;;;;;;;0;;;;
2019/03/12 02:03:32;;;;;;;;;;144;;;;;
2019/03/12 02:24:22;;;;;;;;;;0;;;;;
2019/03/12 02:39:00;;;;;;;202;;;;;;;;
2019/03/12 02:39:01;;;;;;;;;;;315;;;;
2019/03/12 02:39:04;;;;;;202;;;;;;;;;
2019/03/12 02:39:29;;;;;null;315;;;;;;;;;
2019/03/12 02:39:30;;null;;;;;315;;;;;;;;
2019/03/12 02:39:32;;;;;;;;;null;null;;;;;
2019/03/12 02:39:38;;;;;;;;;;;;null;null;null;
2019/03/12 02:40:01;;;;;;;null;;;;;;;;
2019/03/12 02:40:04;;;;;;null;;;;;;;;;
2019/03/12 02:40:12;;;;;;;;;;;null;;;;
2019/03/12 16:25:21;;;222;222;;;;;;;;;;;
2019/03/12 16:25:22;;;;;222;;;;;;;;;;
2019/03/12 16:25:24;;;;;;;222;;;;;;;;
2019/03/12 16:25:26;;;898;;;;;;;;;;;;
2019/03/12 16:25:31;;;;223;;;;;;;;;;;
2019/03/12 16:25:32;;;;;;;;;;;;;;222;
2019/03/12 16:25:52;;;;;898;;;;;;;;;;
2019/03/12 16:25:56;;;;224;;;;;;;;;;;
2019/03/12 16:26:03;;;;;;;;;;;222;;;;
2019/03/12 16:26:12;;;;;;;;;;;;;;223;
2019/03/12 16:26:21;;;;0;;;;;;;;;;;
2019/03/12 16:26:28;;;;;;;;;;;223;;;;
2019/03/12 16:26:32;;;;;;;;;;;;;;224;
2019/03/12 16:26:53;;;;;;;;;;;224;;;;
2019/03/12 16:27:02;;;;;;;;;;;;;;0;
2019/03/12 16:27:24;;;;;;;;;187;;;;;;
2019/03/12 16:27:49;;;;;;;;;;;0;;;;
2019/03/12 16:28:24;;;;;;;;;224;;;;;;
2019/03/12 16:29:04;;;;;;;;;0;;;;;;
2019/03/12 16:31:33;;;;;;;;;;;;;222;;
2019/03/12 16:31:53;;;;;;;;;;;;;223;;
2019/03/12 16:31:58;;;;;;;;;;;;223;;;
2019/03/12 16:31:59;;;;;;;;;;223;;;;;
2019/03/12 16:32:13;;;;;;;;;;;;;189;;
2019/03/12 16:32:23;;;;;;;;;;;;224;;;
2019/03/12 16:32:24;;;;;;;;;;224;;;;;
2019/03/12 16:33:08;;;;;;;;;;;;0;;;
2019/03/12 16:33:20;;;;;;;;;;0;;;;;
2019/03/12 16:37:18;;;;;;222;;;;;;;;;
2019/03/12 16:37:25;;;893;;;;;;;;;;;;
2019/03/12 16:37:43;;;;;;898;;;;;;;;;
2019/03/12 16:37:48;;0;;;;;;;;;;;;;
2019/03/12 16:38:13;102;;;;;;;;;;;;;;
2019/03/12 16:39:44;;;;;893;;;;;;;;;;
2019/03/12 16:45:27;;;0;;;;;;;;;;;;
2019/03/12 16:47:45;;;;;0;;;;;;;;;;
2019/03/12 16:51:00;;;;;;893;;;;;;;;;
2019/03/12 16:59:01;;;;;;0;;;;;;;;;
2019/03/12 18:04:03;;;;;;;309;;;;;;;;
2019/03/12 18:05:18;;;;;;;224;;;;;;;;
2019/03/12 18:05:28;;;;;;;0;;;;;;;;
2019/03/12 18:07:07;;;;;;;;;;;;;222;;
2019/03/12 18:07:37;;;;;;;;;;;;;309;;
2019/03/12 18:09:02;;;;;;;;;;;;;224;;
2019/03/12 18:09:12;;;;;;;;;;;;;0;;
2019/03/12 18:28:06;null;;;;;;;;;;;;;;
2019/03/12 22:02:01;;;;;;;;;;;275;;;;
2019/03/12 22:29:52;;;;;;;;;;;224;;;;
2019/03/12 23:16:36;;;;;;;;;;;0;;;;
2019/03/13 00:00:48;;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/13 00:00:57;;0;;;;;0;;;;;;;;
2019/03/13 00:01:00;;;;;0;0;;;;;;;;;
2019/03/13 00:01:00;;;;;;;;;0;0;0;;;;
2019/03/13 00:01:01;;;0;0;;;;;;;;;;;
2019/03/13 00:01:02;;;;;;;;;;;;0;0;0;
2019/03/13 01:08:13;;;;;;;;;;;;;;275;
2019/03/13 01:35:38;;;;;;;;;;;;;;224;
2019/03/13 01:49:01;;;;;;;;;;;;;;0;
2019/03/13 07:49:47;0;;;;;;;;;;;;;;
2019/03/13 13:19:18;;;;;;;;;null;;;;;;
2019/03/13 13:43:02;;;;;;;;;0;;;;;;
2019/03/14 00:00:37;;null;;;;;null;;;;;;;;
2019/03/14 00:00:37;null;;null;null;null;null;;;null;null;null;null;null;null;
2019/03/14 00:00:47;;0;;;;;0;;;;;;;;
2019/03/14 00:00:49;;;;;;;;;;;;0;0;0;
2019/03/14 00:00:49;;;;;;;;;0;0;0;;;;
2019/03/14 00:00:52;0;;;;;;;;;;;;;;
2019/03/14 00:00:54;;;0;0;;;;;;;;;;;
2019/03/14 00:00:55;;;;;0;0;;;;;;;;;
2019/03/14 05:01:57;;;;;;;275;;;;;;;;
2019/03/14 05:29:04;;;;;;;224;;;;;;;;
2019/03/14 05:33:56;;;;;;;0;;;;;;;;
2019/03/14 08:00:54;;;;;;;;;;;null;;;;
2019/03/14 10:38:30;;;;;;;;;;;0;;;;
2019/03/14 14:01:07;;;;;;;;;null;null;;;;;
2019/03/14 14:01:09;;;;;;;;;;;;;;null;
2019/03/14 14:01:17;;;;;;;;;;0;;;;;
2019/03/14 14:01:53;;;null;null;;;;;;;;;;;
2019/03/14 14:03:19;;;;;;;;;;;;;;222;
2019/03/14 14:03:44;;;;;;;;;;;;;;223;
2019/03/14 14:04:14;;;;;;;;;;;;;;224;
2019/03/14 14:04:54;;;;;;;;;;;;;;0;
2019/03/14 14:05:22;;;;;;;;;223;;;;;;
2019/03/14 14:05:42;;;;;;;;;187;;;;;;
2019/03/14 14:06:43;;;;;;;;;223;;;;;;
2019/03/14 14:06:48;;;;;;;;;224;;;;;;
2019/03/14 14:07:48;;;;;;;;;0;;;;;;
2019/03/14 14:18:52;;;0;;;;;;;;;;;;
2019/03/14 14:20:52;;;;0;;;;;;;;;;;
2019/03/15 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/15 00:00:58;;0;;;;;0;;;;;;;;
2019/03/15 00:01:01;;;;;;;;;;;;0;0;0;
2019/03/15 00:01:01;;;;;;;;;0;0;0;;;;
2019/03/15 00:01:02;;;0;0;;;;;;;;;;;
2019/03/15 00:01:03;;;;;0;0;;;;;;;;;
2019/03/15 00:01:03;0;;;;;;;;;;;;;;
2019/03/15 10:03:17;;;;;;;;;;;null;;;;
2019/03/15 10:53:25;;;;;;;;;null;null;;;;;
2019/03/15 10:53:40;;;;;;;;;0;0;;;;;
2019/03/15 11:42:13;;;;;;;;;;;0;;;;
2019/03/16 00:00:37;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/16 00:00:47;;0;;;;;0;;;;;;;;
2019/03/16 00:00:48;;;;;;;;;0;0;0;;;;
2019/03/16 00:00:48;;;;;;;;;;;;0;0;0;
2019/03/16 00:00:49;;;0;0;;;;;;;;;;;
2019/03/16 00:00:49;;;;;0;0;;;;;;;;;
2019/03/16 00:00:52;0;;;;;;;;;;;;;;
2019/03/17 00:00:38;;null;null;null;null;;null;;;;;;;;
2019/03/17 00:00:38;null;;;;;null;;;null;null;null;null;null;null;
2019/03/17 00:00:49;;0;;;;;0;;;;;;;;
2019/03/17 00:00:51;;;;;;;;;0;0;0;;;;
2019/03/17 00:00:51;;;;;0;0;;;;;;;;;
2019/03/17 00:00:52;;;0;0;;;;;;;;;;;
2019/03/17 00:00:53;;;;;;;;;;;;0;0;0;
2019/03/17 00:00:54;0;;;;;;;;;;;;;;
2019/03/17 15:42:50;null;;;;;;;;;;;;;;
2019/03/17 15:43:40;0;;;;;;;;;;;;;;
2019/03/17 15:44:05;null;;;;;;;;;;;;;;
2019/03/17 15:44:35;0;;;;;;;;;;;;;;
2019/03/17 15:44:40;null;;;;;;;;;;;;;;
2019/03/17 15:44:55;0;;;;;;;;;;;;;;
2019/03/18 00:00:47;;null;null;null;null;null;null;;null;null;;null;null;;
2019/03/18 00:00:47;null;;;;;;;;;;null;;;null;
2019/03/18 00:00:58;;0;;;;;0;;;;;;;;
2019/03/18 00:01:00;;;;;0;0;;;;;;;;;
2019/03/18 00:01:01;;;0;0;;;;;;;;;;;
2019/03/18 00:01:02;;;;;;;;;;;;0;0;0;
2019/03/18 00:01:03;0;;;;;;;;;;;;;;
2019/03/18 00:01:05;;;;;;;;;0;0;0;;;;
2019/03/18 07:50:35;;;;;;;;;null;;;;;;
2019/03/18 08:15:14;;;;;;;;;;null;;;;;
2019/03/18 08:15:24;;;;;;;;;;0;;;;;
2019/03/18 08:23:20;;;;;;;;;;null;null;;;;
2019/03/18 08:23:30;;;;;;;;;;0;;;;;
2019/03/18 08:23:40;;;;;;;;;;;0;;;;
2019/03/18 08:28:26;;;;;;;;;;null;null;;;;
2019/03/18 08:28:36;;;;;;;;;;0;0;;;;
2019/03/18 08:47:14;;;;;;;;;224;;;;;;
2019/03/18 08:48:20;;;;;;;;;null;;;;;;
2019/03/18 08:53:05;;;;;;;;;0;;;;;;
2019/03/18 11:34:20;;;;;;;;220;;;;;;;
2019/03/18 11:37:36;;;;;;;;null;;;;;;;
2019/03/19 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/19 00:00:58;;0;;;;;0;;;;;;;;
2019/03/19 00:01:01;;;0;0;;;;;;;;;;;
2019/03/19 00:01:02;;;;;;;;;;;;0;0;0;
2019/03/19 00:01:03;0;;;;;;;;;;;;;;
2019/03/19 00:01:05;;;;;0;0;;;;;;;;;
2019/03/19 00:01:05;;;;;;;;;0;0;0;;;;
2019/03/19 09:06:25;null;;;;;;;;;;;;;;
2019/03/19 09:07:25;0;;;;;;;;;;;;;;
2019/03/19 09:07:30;null;;;;;;;;;;;;;;
2019/03/19 09:07:50;0;;;;;;;;;;;;;;
2019/03/20 00:00:47;;null;null;null;null;null;null;;null;;;;;;
2019/03/20 00:00:47;null;;;;;;;;;null;null;null;null;null;
2019/03/20 00:01:01;;0;;;;;0;;;;;;;;
2019/03/20 00:01:03;;;;;;;;;0;0;0;;;;
2019/03/20 00:01:03;;;0;0;;;;;;;;;;;
2019/03/20 00:01:05;;;;;;;;;;;;0;0;0;
2019/03/20 00:01:05;;;;;0;0;;;;;;;;;
2019/03/20 00:01:06;0;;;;;;;;;;;;;;
2019/03/21 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/21 00:01:00;;;;;;;;;0;0;0;;;;
2019/03/21 00:01:01;;;;;0;0;;;;;;;;;
2019/03/21 00:01:02;0;0;;;;;0;;;;;;;;
2019/03/21 00:01:06;;;;;;;;;;;;0;0;0;
2019/03/21 00:01:07;;;0;0;;;;;;;;;;;
2019/03/21 11:32:19;;;;;;;149;;;;;;;;
2019/03/21 12:05:40;;;;;;;0;;;;;;;;
2019/03/21 15:22:57;;;;;;;149;;;;;;;;
2019/03/21 15:54:58;;;;;;;0;;;;;;;;
2019/03/21 21:01:30;;;;;;;149;;;;;;;;
2019/03/21 21:34:36;;;;;;;0;;;;;;;;
2019/03/22 00:00:37;;null;;;;;null;;;;;;;;
2019/03/22 00:00:37;null;;null;null;null;null;;;null;null;null;null;null;null;
2019/03/22 00:00:47;;0;;;;;0;;;;;;;;
2019/03/22 00:00:53;0;;;;;;;;;;;;;;
2019/03/22 00:00:54;;;;;;;;;;;;0;0;0;
2019/03/22 00:00:55;;;;;;;;;0;0;0;;;;
2019/03/22 00:00:55;;;0;0;;;;;;;;;;;
2019/03/22 00:00:56;;;;;0;0;;;;;;;;;
2019/03/22 01:20:50;;;;;;;149;;;;;;;;
2019/03/22 01:55:11;;;;;;;0;;;;;;;;
2019/03/22 05:29:23;;;;;;;831;;;;;;;;
2019/03/22 05:36:10;;;;;;;0;;;;;;;;
2019/03/23 00:00:46;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/23 00:00:57;;0;;;;;0;;;;;;;;
2019/03/23 00:00:59;;;;;;;;;;;;0;0;0;
2019/03/23 00:00:59;;;0;0;;;;;;;;;;;
2019/03/23 00:01:01;;;;;;;;;0;0;0;;;;
2019/03/23 00:01:02;0;;;;;;;;;;;;;;
2019/03/23 00:01:04;;;;;0;0;;;;;;;;;
2019/03/24 00:00:37;;null;null;null;null;null;null;;null;null;;null;null;null;
2019/03/24 00:00:37;null;;;;;;;;;;null;;;;
2019/03/24 00:00:52;;;;;;;;;0;0;0;;;;
2019/03/24 00:00:53;;;0;0;;;;;;;;;;;
2019/03/24 00:00:54;;;;;0;0;;;;;;;;;
2019/03/24 00:00:55;0;0;;;;;0;;;;;;;;
2019/03/24 00:00:59;;;;;;;;;;;;0;0;0;
2019/03/24 11:53:45;276;;;;;;;;;;;;;;
2019/03/24 12:20:54;0;;;;;;;;;;;;;;
2019/03/24 15:19:32;null;;;;;;;;;;;;;;
2019/03/24 15:25:19;30;;;;;;;;;;;;;;
2019/03/24 15:26:09;0;;;;;;;;;;;;;;
2019/03/25 00:00:37;;null;null;null;null;null;null;;null;;;null;null;;
2019/03/25 00:00:37;null;;;;;;;;;null;null;;;null;
2019/03/25 00:00:47;;0;;;;;0;;;;;;;;
2019/03/25 00:00:48;;;;;;;;;0;0;0;;;;
2019/03/25 00:00:49;;;;;0;0;;;;;;;;;
2019/03/25 00:00:49;;;;;;;;;;;;0;0;0;
2019/03/25 00:00:52;0;;;;;;;;;;;;;;
2019/03/25 00:00:54;;;0;0;;;;;;;;;;;
2019/03/25 12:54:31;;;null;;;;;;;;;;;;
2019/03/25 13:55:53;;;0;;;;;;;;;;;;
2019/03/26 00:00:37;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/26 00:00:47;;0;;;;;0;;;;;;;;
2019/03/26 00:00:48;;;;;0;0;;;;;;;;;
2019/03/26 00:00:49;;;0;0;;;;;;;;;;;
2019/03/26 00:00:49;;;;;;;;;;;;0;0;0;
2019/03/26 00:00:51;;;;;;;;;0;0;0;;;;
2019/03/26 00:00:52;0;;;;;;;;;;;;;;
2019/03/26 11:55:13;;;;;891;;;;;;;;;;
2019/03/26 12:23:02;;;;;;144;;;;;;;;;
2019/03/26 12:25:37;;;;;0;;;;;;;;;;
2019/03/26 13:57:31;;;;;891;;;;;;;;;;
2019/03/26 14:28:24;;;;;0;;;;;;;;;;
2019/03/26 14:47:42;;;;;892;;;;;;;;;;
2019/03/26 16:23:01;;;;;224;;;;;;;;;;
2019/03/26 16:23:51;;;;;0;;;;;;;;;;
2019/03/26 16:25:31;;;;;;;;;;;;;144;;
2019/03/26 16:29:02;;;;;891;;;;;;;;;;
2019/03/26 16:46:40;;;;;;;;;;;;144;;;
2019/03/26 16:47:05;;;;;;;;;;;;;;144;
2019/03/26 16:49:22;;;831;;;;;;;;;;;;
2019/03/26 16:54:23;;;0;;;;;;;;;;;;
2019/03/26 16:59:16;;;;;0;;;;;;;;;;
2019/03/26 17:14:38;;;;;891;;;;;;;;;;
2019/03/26 17:44:47;;;;;0;;;;;;;;;;
2019/03/26 18:06:23;;;831;;;;;;;;;;;;
2019/03/26 18:14:56;;;0;;;;;;;;;;;;
2019/03/26 18:17:01;;;831;;;;;;;;;;;;
2019/03/26 18:43:53;;;0;;;;;;;;;;;;
2019/03/26 19:06:35;;;831;;;;;;;;;;;;
2019/03/26 19:14:10;;;;;;;356;;;;;;;;
2019/03/26 19:15:10;;;;;;;0;;;;;;;;
2019/03/26 19:15:51;;;;;;;318;;;;;;;;
2019/03/26 19:16:51;;;;;;;0;;;;;;;;
2019/03/26 19:18:05;;;;;892;;;;;;;;;;
2019/03/26 19:34:28;;;0;;;;;;;;;;;;
2019/03/26 19:38:18;;;;;;;891;;;;;;;;
2019/03/26 19:42:31;;;831;;;;;;;;;;;;
2019/03/26 20:04:32;;;0;;;;;;;;;;;;
2019/03/26 20:07:28;;;831;;;;;;;;;;;;
2019/03/26 20:08:23;;;;;;;224;;;;;;;;
2019/03/26 20:08:29;;;;;;;0;;;;;;;;
2019/03/26 20:29:09;;;0;;;;;;;;;;;;
2019/03/26 20:34:51;;;;;;;;;;;;0;;;
2019/03/26 20:38:12;;;831;;;;;;;;;;;;
2019/03/26 21:26:46;;;;;;;;;;;;;;0;
2019/03/26 21:44:35;;;0;;;;;;;;;;;;
2019/03/26 22:00:39;;;831;;;;;;;;;;;;
2019/03/26 22:17:29;;;;;;;891;;;;;;;;
2019/03/26 22:22:31;;;0;;;;;;;;;;;;
2019/03/26 22:47:54;;;;;;;0;;;;;;;;
2019/03/26 22:55:07;;;;;;;;;;;;;0;;
2019/03/26 23:04:14;;;;;;;892;;;;;;;;
2019/03/26 23:05:53;;;831;;;;;;;;;;;;
2019/03/26 23:10:34;;;0;;;;;;;;;;;;
2019/03/27 00:00:37;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/03/27 00:00:47;;0;;;;;892;;;;;;;;
2019/03/27 00:00:49;;;;;;;;;0;0;0;;;;
2019/03/27 00:01:07;0;;;;;;;;;;;;;;
2019/03/27 00:01:09;;;0;0;;;;;;;;;;;
2019/03/27 00:01:10;;;;;;;;;;;;0;0;0;
2019/03/27 00:01:11;;;;;892;144;;;;;;;;;
2019/03/27 00:14:43;;;;;;0;;;;;;;;;
2019/03/27 00:25:55;;;;;;;224;;;;;;;;
2019/03/27 00:26:11;;;;;;;309;;;;;;;;
2019/03/27 00:26:21;;;;;;;224;;;;;;;;
2019/03/27 00:26:26;;;;;;;0;;;;;;;;
2019/03/27 01:40:30;;;;;224;;;;;;;;;;
2019/03/27 01:40:35;;;;;309;;;;;;;;;;
2019/03/27 01:40:40;;;;;893;;;;;;;;;;
2019/03/27 01:54:36;;;;;0;;;;;;;;;;
2019/03/27 01:55:17;;;;;318;;;;;;;;;;
2019/03/27 01:56:22;;;;;0;;;;;;;;;;
2019/03/27 08:00:47;;;;;891;;;;;;;;;;
2019/03/27 08:30:57;;;;;0;;;;;;;;;;
2019/03/27 11:28:02;null;;;;;;;;;;;;;;
2019/03/27 11:28:42;0;;;;;;;;;;;;;;
2019/03/27 11:28:57;null;;;;;;;;;;;;;;
2019/03/27 11:29:22;0;;;;;;;;;;;;;;
2019/03/27 11:29:47;null;;;;;;;;;;;;;;
2019/03/27 11:30:07;0;;;;;;;;;;;;;;
2019/03/27 11:30:43;null;;;;;;;;;;;;;;
2019/03/27 11:31:03;0;;;;;;;;;;;;;;
2019/03/27 18:58:28;;;;;;;891;;;;;;;;
2019/03/27 19:28:28;;;;;;;0;;;;;;;;
2019/03/27 21:01:49;;;;;;;891;;;;;;;;
2019/03/27 21:31:59;;;;;;;0;;;;;;;;
2019/03/28 00:00:47;;null;null;null;null;null;null;;null;;;;;;
2019/03/28 00:00:47;null;;;;;;;;;null;null;null;null;null;
2019/03/28 00:01:02;0;0;;;;;0;;;;;;;;
2019/03/28 00:01:04;;;;;;;;;;;;0;0;0;
2019/03/28 00:01:05;;;;;;;;;0;0;0;;;;
2019/03/28 00:01:05;;;;;0;0;;;;;;;;;
2019/03/28 00:01:06;;;0;0;;;;;;;;;;;
2019/03/28 00:12:44;;;;;;;892;;;;;;;;
2019/03/28 00:51:58;;;;;;;224;;;;;;;;
2019/03/28 00:52:23;;;;;;;0;;;;;;;;
2019/03/28 01:59:23;;;;;;;;;;;;;144;;
2019/03/28 02:14:01;;;;;;;;;;;;;0;;
2019/03/28 03:40:33;;;;;;;891;;;;;;;;
2019/03/28 04:10:39;;;;;;;0;;;;;;;;
2019/03/28 09:56:38;null;;;;;;;;;;;;;;
2019/03/28 09:58:44;0;;;;;;;;;;;;;;
2019/03/28 21:29:25;;;;;;315;;;;;;;;;
2019/03/28 21:30:15;;;;;;null;;;;;;;;;
2019/03/28 23:20:43;null;;;;;;;;;;;;;;
2019/03/28 23:22:14;0;;;;;;;;;;;;;;
2019/03/29 00:00:36;;null;;;;;null;;;;;;;;
2019/03/29 00:00:36;null;;null;null;null;;;;null;null;null;null;null;null;
2019/03/29 00:00:48;;0;;;;;0;;;;;;;;
2019/03/29 00:00:50;;;;;;;;;0;0;0;;;;
2019/03/29 00:00:51;;;;;;;;;;;;0;0;0;
2019/03/29 00:00:52;;;0;0;;;;;;;;;;;
2019/03/29 00:00:52;;;;;0;;;;;;;;;;
2019/03/29 00:00:53;0;;;;;;;;;;;;;;
2019/03/29 12:56:29;;;;;;0;;;;;;;;;
2019/03/29 15:43:53;null;;;;;;;;;;;;;;
