Date start:01/01/2019;Date stop:30/06/2019
Data;Marsica II.L1.V1.Status.WTG Event;Marsica II.L1.V2.Status.WTG Event;Marsica II.L2.CM2.Status.WTG Event;Marsica II.L2.CM3.Status.WTG Event;Marsica II.L3.G1.Status.WTG Event;Marsica II.L3.G2.Status.WTG Event;Marsica II.L4.MC1.Status.WTG Event;Marsica II.L4.MC2.Status.WTG Event;Marsica II.L5.A1.Status.WTG Event;Marsica II.L5.A4.Status.WTG Event;Marsica II.L5.A6.Status.WTG Event;Marsica II.L6.A2.Status.WTG Event;Marsica II.L6.A3.Status.WTG Event;Marsica II.L6.A5.Status.WTG Event;
2019/01/31 11:03:08;;;;;;;;;;;;;;null;
2019/01/31 11:50:23;;;;;;;;;;;;;;224;
2019/01/31 11:59:00;;;;;;;;;;;;;;0;
2019/02/01 00:00:37;;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/01 00:00:37;null;;;;;;;;;;;;;;
2019/02/01 00:00:51;;0;;;;;0;;;;;;;;
2019/02/01 00:00:54;;;0;0;;;;;;;;;;;
2019/02/01 00:00:55;;;;;;;;;;;;0;0;0;
2019/02/01 00:00:55;;;;;;;;;0;0;0;;;;
2019/02/01 00:00:56;;;;;0;0;;;;;;;;;
2019/02/01 00:00:56;0;;;;;;;;;;;;;;
2019/02/01 09:47:01;;0;0;0;;;0;;;;;;;;
2019/02/01 09:47:01;;;;;;;;;;;;0;0;0;
2019/02/01 09:47:01;0;;;;0;0;;;0;0;0;;;;
2019/02/01 10:40:36;;;;;;;;;900;;;;;;
2019/02/01 10:40:57;;;;;;;;;null;;;;;;
2019/02/01 11:00:41;;;;;;;;;;null;;;;;
2019/02/01 11:01:01;;;;;;;;;;0;;;;;
2019/02/01 11:32:47;;;;;;;;;0;;;;;;
2019/02/02 00:00:38;;null;;;;;;;;;;;;;
2019/02/02 00:00:38;null;;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/02 00:00:51;;;;;;;;;;;;0;0;0;
2019/02/02 00:00:51;;;;;;;;;0;0;0;;;;
2019/02/02 00:00:52;;;0;0;;;;;;;;;;;
2019/02/02 00:00:53;;;;;0;0;;;;;;;;;
2019/02/02 00:00:54;;0;;;;;0;;;;;;;;
2019/02/02 00:00:59;0;;;;;;;;;;;;;;
2019/02/02 00:34:09;;;;;;;149;;;;;;;;
2019/02/02 01:11:33;;;;;;;0;;;;;;;;
2019/02/02 20:44:52;;275;;;;;;;;;;;;;
2019/02/02 21:12:28;;224;;;;;;;;;;;;;
2019/02/02 21:18:05;;0;;;;;;;;;;;;;
2019/02/03 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/03 00:00:58;;0;;;;;0;;;;;;;;
2019/02/03 00:01:00;;;;;;;;;;;;0;0;0;
2019/02/03 00:01:00;;;0;0;;;;;;;;;;;
2019/02/03 00:01:01;;;;;0;0;;;;;;;;;
2019/02/03 00:01:01;;;;;;;;;0;0;0;;;;
2019/02/03 00:01:03;0;;;;;;;;;;;;;;
2019/02/03 03:25:42;null;;;;;;;;;;;;;;
2019/02/03 03:28:58;0;;;;;;;;;;;;;;
2019/02/03 11:34:45;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/03 12:01:44;;0;;;;;;;;;;;;;
2019/02/03 12:01:44;;;0;0;0;0;0;;0;0;0;0;0;0;
2019/02/03 12:01:44;0;;;;;;;;;;;;;;
2019/02/03 13:18:16;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/03 13:40:54;;0;;;;;;;;;;;;;
2019/02/03 13:40:54;;;;;;;0;;;;;0;;0;
2019/02/03 13:40:54;;;0;0;;;;;;;;;0;;
2019/02/03 13:40:55;;;;;0;0;;;0;0;0;;;;
2019/02/03 13:40:55;0;;;;;;;;;;;;;;
2019/02/03 13:49:58;;;;;;;;;;;;;900;;
2019/02/03 13:50:13;;;;;;;;;;;;;null;;
2019/02/03 14:42:09;;;;;;;;;;;;;0;;
2019/02/03 17:23:24;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/03 17:32:26;;0;;;;;;;;;;;;;
2019/02/03 17:32:26;;;0;0;0;0;0;;;;;0;;0;
2019/02/03 17:32:27;;;;;;;;;0;0;0;;;;
2019/02/03 17:32:27;0;;;;;;;;;;;;;;
2019/02/03 17:32:27;;;;;;;;;;;;;0;;
2019/02/03 18:24:54;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/03 18:35:25;;0;;;;;;;;;;;;;
2019/02/03 18:35:25;;;0;0;0;0;0;;;;;0;;0;
2019/02/03 18:35:25;;;;;;;;;0;0;0;;;;
2019/02/03 18:35:27;0;;;;;;;;;;;;;;
2019/02/03 18:35:27;;;;;;;;;;;;;0;;
2019/02/03 18:40:39;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/03 19:08:20;;0;;;;;0;;;;;0;;0;
2019/02/03 19:08:20;;;0;0;0;0;;;;;;;;;
2019/02/03 19:08:20;;;;;;;;;0;0;0;;;;
2019/02/03 19:08:21;0;;;;;;;;;;;;;;
2019/02/03 19:08:21;;;;;;;;;;;;;0;;
2019/02/04 00:00:47;;null;;;;;null;;;;;;;;
2019/02/04 00:00:47;null;;null;null;null;null;;;null;null;null;null;null;null;
2019/02/04 00:00:58;;0;;;;;0;;;;;;;;
2019/02/04 00:00:59;;;;;;;;;;;;0;0;0;
2019/02/04 00:01:00;;;;;;;;;0;0;0;;;;
2019/02/04 00:01:01;;;0;0;;;;;;;;;;;
2019/02/04 00:01:03;0;;;;;;;;;;;;;;
2019/02/04 00:01:04;;;;;0;0;;;;;;;;;
2019/02/04 15:00:17;;;;;;144;;;;;;;;;
2019/02/04 15:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/04 15:14:16;;0;;;;;0;;;;;0;0;0;
2019/02/04 15:14:16;0;;0;0;0;;;;0;0;0;;;;
2019/02/04 15:14:17;;;;;;144;;;;;;;;;
2019/02/04 15:42:26;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/04 15:42:54;;0;;;;;0;;;;;0;0;0;
2019/02/04 15:42:54;0;;0;0;0;;;;0;0;0;;;;
2019/02/04 15:42:55;;;;;;144;;;;;;;;;
2019/02/04 15:47:45;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/04 15:51:14;;0;;;;;0;;;;;0;;0;
2019/02/04 15:51:14;0;;0;0;;;;;0;0;0;;0;;
2019/02/04 15:51:14;;;;;0;;;;;;;;;;
2019/02/04 15:51:16;;;;;;144;;;;;;;;;
2019/02/04 15:51:36;;;;;;;891;;;;;;;;
2019/02/04 16:21:44;;;;;;;0;;;;;;;;
2019/02/04 16:34:27;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/04 16:42:37;;;;;891;;;;;;;;;;
2019/02/04 16:51:25;;0;;;;;;;;;;0;0;0;
2019/02/04 16:51:25;;;0;0;;;;;0;0;0;;;;
2019/02/04 16:51:26;0;;;;;;;;;;;;;;
2019/02/04 16:51:27;;;;;;144;;;;;;;;;
2019/02/04 16:51:27;;;;;;;0;;;;;;;;
2019/02/04 16:51:28;;;;;891;;;;;;;;;;
2019/02/04 17:04:06;;;;;224;;;;;;;;;;
2019/02/04 17:05:01;;;;;0;;;;;;;;;;
2019/02/04 17:25:55;;;;;144;;;;;;;;;;
2019/02/04 17:31:59;;;;;;;;;;;;;144;;
2019/02/04 18:05:04;;;;;;;;;;;891;;;;
2019/02/04 18:08:32;;;;;;;;;;;;144;;;
2019/02/04 18:25:51;;;;;;;;;;;;;;144;
2019/02/04 18:30:39;;;;;;;;;186;;;;;;
2019/02/04 18:34:55;;;;;;;;;223;;;;;;
2019/02/04 18:35:05;;;;;;;;;;;0;;;;
2019/02/04 18:35:15;;;;;;;;;309;;;;;;
2019/02/04 18:35:56;;;;;;;;;224;;;;;;
2019/02/04 18:36:06;;;;;;;;;0;;;;;;
2019/02/04 18:43:27;;;;;;;;;186;;;;;;
2019/02/04 19:01:11;;;;;;;;;;144;;;;;
2019/02/04 19:18:33;;;;;892;;;;;;;;;;
2019/02/04 19:22:36;;;;;;;;;;0;;;;;
2019/02/04 19:22:49;;;;;;;;;;;;;;0;
2019/02/04 19:26:49;;;;;891;;;;;;;;;;
2019/02/04 19:27:04;;;;;224;;;;;;;;;;
2019/02/04 19:28:34;;;;;0;;;;;;;;;;
2019/02/04 19:28:54;;;;;891;;;;;;;;;;
2019/02/04 19:29:34;;;;;0;;;;;;;;;;
2019/02/04 19:30:05;;;;;891;;;;;;;;;;
2019/02/04 19:39:32;;;891;;;;;;;;;;;;
2019/02/04 19:40:57;;;;;;;;;;;;;0;;
2019/02/04 19:44:28;;;;;;;;;;;;224;;;
2019/02/04 19:44:38;;;;;;;;;;;;0;;;
2019/02/04 19:59:25;;;;;144;;;;;;;;;;
2019/02/04 20:10:05;;;0;;;;;;;;;;;;
2019/02/04 20:19:21;;;;;;;;;;;;;144;;
2019/02/04 20:53:41;;;;;;;356;;;;;;;;
2019/02/04 20:54:41;;;;;;;224;;;;;;;;
2019/02/04 20:55:11;;;;;;;0;;;;;;;;
2019/02/04 21:04:40;;;831;;;;;;;;;;;;
2019/02/04 21:14:06;;;;;;;891;;;;;;;;
2019/02/04 21:16:06;;;;;0;;;;;;;;;;
2019/02/04 21:17:09;;;;;;;;;;;;144;;;
2019/02/04 21:24:51;;;0;;;;;;;;;;;;
2019/02/04 21:31:12;;;;;;;;;;;;0;;;
2019/02/04 21:37:04;;;;;892;;;;;;;;;;
2019/02/04 21:41:35;;;;;;;;;;;;;0;;
2019/02/04 21:42:02;;;;;;;;;;;;;0;;
2019/02/04 21:44:19;;;;;;;0;;;;;;;;
2019/02/04 22:11:52;;;;;;0;;;;;;;;;
2019/02/05 00:00:38;;null;;;;;null;;;;;;;;
2019/02/05 00:00:38;null;;null;null;null;null;;;null;null;null;null;null;null;
2019/02/05 00:00:52;;0;;;;;0;;;;;;;;
2019/02/05 00:00:53;;;;;;;;;186;0;0;;;;
2019/02/05 00:00:54;;;;;892;0;;;;;;;;;
2019/02/05 00:00:55;;;0;0;;;;;;;;;;;
2019/02/05 00:00:55;;;;;;;;;;;;0;0;0;
2019/02/05 00:00:57;0;;;;;;;;;;;;;;
2019/02/05 08:26:26;;;;;null;;;;;;;;;;
2019/02/05 08:26:36;;;;;893;;;;;;;;;;
2019/02/05 08:41:19;;;;;0;;;;;;;;;;
2019/02/05 09:02:02;;;;;;;;;null;;;;;;
2019/02/05 09:28:43;275;;;;;;;;;;;;;;
2019/02/05 09:55:10;0;;;;;;;;;;;;;;
2019/02/06 00:00:48;;null;null;null;null;;null;;;;;;;;
2019/02/06 00:00:48;null;;;;;null;;;;null;null;null;null;null;
2019/02/06 00:01:01;;0;;;;;0;;;;;;;;
2019/02/06 00:01:02;;;;;;;;;;;;0;0;0;
2019/02/06 00:01:02;;;;;0;0;;;;;;;;;
2019/02/06 00:01:03;;;;;;;;;;0;0;;;;
2019/02/06 00:01:04;;;0;0;;;;;;;;;;;
2019/02/06 00:01:06;0;;;;;;;;;;;;;;
2019/02/06 04:09:22;;;;;;144;;;;;;;;;
2019/02/06 04:45:24;;;;;;0;;;;;;;;;
2019/02/06 05:14:53;;;;;;;891;;;;;;;;
2019/02/06 05:44:50;;;;;;;0;;;;;;;;
2019/02/06 05:50:32;;;;;;144;;;;;;;;;
2019/02/06 05:52:23;;;;;;;;;;;891;;;;
2019/02/06 06:37:27;;;;;;;;;;;224;;;;
2019/02/06 06:37:37;;;;;;;;;;;0;;;;
2019/02/06 06:39:17;;;;;144;;;;;;;;;;
2019/02/06 06:39:27;;;;;430;;;;;;;;;;
2019/02/06 07:01:32;;;;;;;;;;;891;;;;
2019/02/06 07:17:09;;;;;;;891;;;;;;;;
2019/02/06 07:32:04;;;;;;;;;;;0;;;;
2019/02/06 07:35:29;;;;;;;;;;;892;;;;
2019/02/06 08:24:37;;;;;;;0;;;;;;;;
2019/02/06 08:36:27;;;;;;;;;;;224;;;;
2019/02/06 08:37:37;;;;;;;;;;;0;;;;
2019/02/06 08:38:12;;;;;;;;;;;891;;;;
2019/02/06 08:38:22;;;;;;;;;;;318;;;;
2019/02/06 08:39:38;;;;;;;;;;;891;;;;
2019/02/06 08:39:48;;;;;;;;;;;0;;;;
2019/02/06 08:40:28;;;;;;;;;;;318;;;;
2019/02/06 08:41:28;;;;;;;;;;;0;;;;
2019/02/06 08:43:18;;;;;;;;;;;891;;;;
2019/02/06 08:49:40;;;;;;;;;;;0;;;;
2019/02/06 09:14:07;;;;;0;;;;;;;;;;
2019/02/06 09:17:23;;;;;892;;;;;;;;;;
2019/02/06 09:42:27;;;144;;;;;;;;;;;;
2019/02/06 09:44:28;;;;;;892;;;;;;;;;
2019/02/06 09:50:14;;;;;144;;;;;;;;;;
2019/02/06 09:52:58;;;;;;;;;;;892;;;;
2019/02/06 09:57:00;;;;;;;;;;;;;144;;
2019/02/06 10:04:26;;;;;;;;;;;;891;;;
2019/02/06 10:15:38;;;;;;;;;;144;;;;;
2019/02/06 10:16:57;144;;;;;;;;;;;;;;
2019/02/06 10:17:02;83;;;;;;;;;;;;;;
2019/02/06 10:17:39;;;;;;;;;;;;;;144;
2019/02/06 10:18:02;144;;;;;;;;;;;;;;
2019/02/06 10:25:31;;;;;;;;;;;;0;;;
2019/02/06 10:25:40;;;;;;;;;;;224;;;;
2019/02/06 10:25:41;;;;;;;;;;;;144;;;
2019/02/06 10:26:10;;;;;;;;;;;0;;;;
2019/02/06 10:35:17;;;;;;;;;;;891;;;;
2019/02/06 10:39:48;;;;;;;892;;;;;;;;
2019/02/06 10:50:01;0;;;;;;;;;;;;;;
2019/02/06 10:52:00;;;;;;;;;;;0;;;;
2019/02/06 10:52:16;;;;;;;224;;;;;;;;
2019/02/06 11:11:30;;;;;;;;;;;891;;;;
2019/02/06 11:11:37;;;0;;;;;;;;;;;;
2019/02/06 11:32:31;;;;;;;309;;;;;;;;
2019/02/06 11:32:41;;;;;;;224;;;;;;;;
2019/02/06 11:32:52;;;;;;;0;;;;;;;;
2019/02/06 11:36:55;;;;;;;;;;224;;;;;
2019/02/06 11:37:45;;;;;;;;;;0;;;;;
2019/02/06 11:41:51;;;;;;;;;;;0;;;;
2019/02/06 12:03:21;;;;;;;;;;;892;;;;
2019/02/06 12:08:00;;;;;;224;;;;;;;;;
2019/02/06 12:08:08;;;831;;;;;;;;;;;;
2019/02/06 12:08:17;;;;;;;;;;;891;;;;
2019/02/06 12:08:27;;;;;;;;;;;224;;;;
2019/02/06 12:08:56;;;;;;893;;;;;;;;;
2019/02/06 12:17:06;;;;;;;;;;;;0;;;
2019/02/06 12:18:04;;;;;;;;;;;0;;;;
2019/02/06 12:22:58;;;;;;0;;;;;;;;;
2019/02/06 12:32:24;;;;;;;;;;;;;;0;
2019/02/06 12:32:55;;;;;;;;;;;;;224;;
2019/02/06 12:33:30;;;;;;;;;;;;;0;;
2019/02/06 12:44:33;;;0;;;;;;;;;;;;
2019/02/06 12:51:36;;;;;;;;;;;891;;;;
2019/02/06 13:22:08;;;;;;;;;;;0;;;;
2019/02/06 14:25:02;;;;;224;;;;;;;;;;
2019/02/06 14:27:18;;;;;0;;;;;;;;;;
2019/02/07 00:00:38;;null;;;;;;;;;;;;;
2019/02/07 00:00:38;null;;null;null;null;null;null;;;null;null;null;null;null;
2019/02/07 00:00:50;;0;;;;;0;;;;;;;;
2019/02/07 00:00:50;;;;;;;;;;0;0;;;;
2019/02/07 00:00:51;;;;;0;0;;;;;;;;;
2019/02/07 00:00:51;;;0;0;;;;;;;;;;;
2019/02/07 00:00:53;;;;;;;;;;;;0;0;0;
2019/02/07 00:01:00;0;;;;;;;;;;;;;;
2019/02/07 00:14:08;;;;;;;;;;;275;;;;
2019/02/07 00:38:23;;;;;;318;;;;;;;;;
2019/02/07 00:39:23;;;;;;0;;;;;;;;;
2019/02/07 00:42:04;;;;;;;;;;;224;;;;
2019/02/07 00:52:26;;;;;;;;;;;0;;;;
2019/02/07 01:49:38;;;;;;;;;;275;;;;;
2019/02/07 01:56:34;;;;;;;;;;;;;;275;
2019/02/07 02:17:09;;;;;;;;;;224;;;;;
2019/02/07 02:21:10;;;;;;;;;;0;;;;;
2019/02/07 02:23:56;;;;;;;;;;;;;;224;
2019/02/07 02:25:51;;;;;;;;;;;;;;0;
2019/02/07 15:15:23;;;;;;;;;224;;;;;;
2019/02/07 15:17:59;;;;;;;;;0;;;;;;
2019/02/07 18:43:25;null;null;;;;;null;;;;;;;;
2019/02/07 18:43:25;;;null;null;;;;;;;;;;;
2019/02/07 18:43:26;;;;;;;;;;;;null;null;null;
2019/02/07 18:43:26;;;;;;;;;null;null;null;;;;
2019/02/07 18:43:27;;;;;null;null;;;;;;;;;
2019/02/07 18:46:22;;0;;;;;0;;;;;;;;
2019/02/07 18:46:23;;;;;0;0;;;;;;;;;
2019/02/07 18:46:24;;;;;;;;;;;;0;0;0;
2019/02/07 18:46:25;;;;;;;;;0;0;0;;;;
2019/02/07 18:46:25;;;0;0;;;;;;;;;;;
2019/02/07 18:46:27;0;;;;;;;;;;;;;;
2019/02/08 00:00:38;;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/08 00:00:38;null;;;;;;;;;;;;;;
2019/02/08 00:00:48;;0;;;;;0;;;;;;;;
2019/02/08 00:00:50;;;;;0;0;;;;;;;;;
2019/02/08 00:00:51;;;;;;;;;;;;0;0;0;
2019/02/08 00:00:52;;;0;0;;;;;;;;;;;
2019/02/08 00:00:53;;;;;;;;;0;0;0;;;;
2019/02/08 00:00:53;0;;;;;;;;;;;;;;
2019/02/08 09:58:56;;;;;;;;;;;275;;;;
2019/02/08 10:26:47;;;;;;;;;;;224;;;;
2019/02/08 10:27:42;;;;;;;;;;;0;;;;
2019/02/08 18:03:29;;311;;;;;;;;;;;;;
2019/02/08 18:04:29;;161;;;;;;;;;;;;;
2019/02/09 00:00:38;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/09 00:00:50;;161;;;;;0;;;;;;;;
2019/02/09 00:00:51;;;0;0;;;;;;;;;;;
2019/02/09 00:00:52;;;;;0;0;;;;;;;;;
2019/02/09 00:00:52;;;;;;;;;0;0;0;;;;
2019/02/09 00:00:53;;;;;;;;;;;;0;0;0;
2019/02/09 00:00:55;0;;;;;;;;;;;;;;
2019/02/09 10:12:42;;null;;;;;;;;;;;;;
2019/02/09 10:23:34;null;;;;;;;;;;;;;;
2019/02/09 10:35:42;0;;;;;;;;;;;;;;
2019/02/09 10:52:52;;0;;;;;;;;;;;;;
2019/02/10 00:00:38;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/10 00:00:51;;0;;;;;0;;;;;;;;
2019/02/10 00:00:51;;;;;0;0;;;;;;;;;
2019/02/10 00:00:52;;;0;0;;;;;;;;;;;
2019/02/10 00:00:53;;;;;;;;;;;;0;0;0;
2019/02/10 00:00:54;;;;;;;;;0;0;0;;;;
2019/02/10 00:00:56;0;;;;;;;;;;;;;;
2019/02/10 19:31:10;;;;219;;;;;;;;;;;
2019/02/10 19:42:45;;;;223;;;;;;;;;;;
2019/02/10 19:44:00;;;;224;;;;;;;;;;;
2019/02/10 19:44:09;;;;0;;;;;;;;;;;
2019/02/10 20:40:29;;;;148;;;;;;;;;;;
2019/02/10 20:52:57;;;;0;;;;;;;;;;;
2019/02/10 20:59:29;;;;148;;;;;;;;;;;
2019/02/10 21:12:24;;;;0;;;;;;;;;;;
2019/02/10 21:17:44;;;;148;;;;;;;;;;;
2019/02/10 21:30:02;;;;0;;;;;;;;;;;
2019/02/10 21:36:49;;;;100;;;;;;;;;;;
2019/02/10 23:15:55;;;;224;;;;;;;;;;;
2019/02/10 23:20:17;;;;0;;;;;;;;;;;
2019/02/10 23:50:09;;;;148;;;;;;;;;;;
2019/02/11 00:00:47;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/11 00:00:58;;0;;;;;0;;;;;;;;
2019/02/11 00:00:59;;;;;0;0;;;;;;;;;
2019/02/11 00:01:00;;;;;;;;;;;;0;0;0;
2019/02/11 00:01:01;;;0;148;;;;;;;;;;;
2019/02/11 00:01:03;0;;;;;;;;;;;;;;
2019/02/11 00:01:04;;;;;;;;;0;0;0;;;;
2019/02/11 00:02:17;;;;0;;;;;;;;;;;
2019/02/11 00:08:49;;;;148;;;;;;;;;;;
2019/02/11 00:21:07;;;;224;;;;;;;;;;;
2019/02/11 00:21:17;;;;0;;;;;;;;;;;
2019/02/11 00:28:04;;;;148;;;;;;;;;;;
2019/02/11 00:41:12;;;;224;;;;;;;;;;;
2019/02/11 00:41:22;;;;0;;;;;;;;;;;
2019/02/11 00:47:49;;;;100;;;;;;;;;;;
2019/02/11 07:20:30;;;;null;;;;;;;;;;;
2019/02/11 15:32:58;;;;;;;;;275;;;;;;
2019/02/11 15:33:21;;;;;;;;;;;;;275;;
2019/02/11 16:00:40;;;;;;;;;224;;;;;;
2019/02/11 16:01:57;;;;;;;;;;;;;224;;
2019/02/11 16:03:05;;;;;;;;;0;;;;;;
2019/02/11 16:03:47;;;;;;;;;;;;;0;;
2019/02/11 16:27:30;;;;;;;;;;275;;;;;
2019/02/11 16:27:59;275;;;;;;;;;;;;;;
2019/02/11 16:30:33;;;;;;;;;;;;275;;;
2019/02/11 16:54:31;0;;;;;;;;;;;;;;
2019/02/11 16:58:17;;;;;;;;;;224;;;;;
2019/02/11 16:58:43;;;;;;;;;;0;;;;;
2019/02/11 17:03:10;;;;;;;;;;;;224;;;
2019/02/11 17:03:31;;;;;;;;;;;;0;;;
2019/02/11 17:07:02;;;;;275;;;;;;;;;;
2019/02/11 17:15:44;;;;;;275;;;;;;;;;
2019/02/11 17:34:48;;;;;224;;;;;;;;;;
2019/02/11 17:39:29;;;;;0;;;;;;;;;;
2019/02/11 17:43:00;;;;;;224;;;;;;;;;
2019/02/11 17:45:30;;;;;318;;;;;;;;;;
2019/02/11 17:46:31;;;;;224;;;;;;;;;;
2019/02/11 17:46:56;;;;;0;;;;;;;;;;
2019/02/11 17:47:11;;;;;;0;;;;;;;;;
2019/02/11 23:09:03;;;;;;;831;;;;;;;;
2019/02/11 23:13:34;;;;;;;0;;;;;;;;
2019/02/12 00:00:47;;null;null;;null;null;null;;null;null;null;null;null;null;
2019/02/12 00:00:47;null;;;;;;;;;;;;;;
2019/02/12 00:00:58;;0;;;;;0;;;;;;;;
2019/02/12 00:01:01;;;;;;;;;;;;0;0;0;
2019/02/12 00:01:01;;;0;;;;;;;;;;;;
2019/02/12 00:01:02;;;;;0;0;;;;;;;;;
2019/02/12 00:01:03;;;;;;;;;0;0;0;;;;
2019/02/12 00:01:03;0;;;;;;;;;;;;;;
2019/02/12 02:04:44;;;;;;;891;;;;;;;;
2019/02/12 02:34:57;;;;;;;224;;;;;;;;
2019/02/12 02:35:17;;;;;;;0;;;;;;;;
2019/02/12 02:53:07;;;;;;;891;;;;;;;;
2019/02/12 03:23:10;;;;;;;224;;;;;;;;
2019/02/12 03:23:30;;;;;;;0;;;;;;;;
2019/02/12 03:25:16;;;;;;;892;;;;;;;;
2019/02/12 04:24:06;;;;;;;224;;;;;;;;
2019/02/12 04:24:31;;;;;;;0;;;;;;;;
2019/02/12 11:56:21;;;;0;;;;;;;;;;;
2019/02/13 00:00:37;null;null;null;null;null;null;null;;null;null;null;null;null;null;
2019/02/13 00:00:50;;;;;0;0;;;;;;;;;
2019/02/13 00:00:51;;;;;;;;;0;0;0;;;;
2019/02/13 00:00:51;;;;;;;;;;;;0;0;0;
2019/02/13 00:00:51;;;0;0;;;;;;;;;;;
2019/02/13 00:00:54;;0;;;;;0;;;;;;;;
2019/02/13 00:00:59;0;;;;;;;;;;;;;;
2019/02/13 03:04:00;;;;326;;;;;;;;;;;
2019/02/13 03:17:46;;;;0;;;;;;;;;;;
2019/02/13 05:43:51;;;;326;;;;;;;;;;;
2019/02/13 05:57:37;;;;0;;;;;;;;;;;
2019/02/13 06:42:20;;;;326;;;;;;;;;;;
2019/02/13 06:55:50;;;;0;;;;;;;;;;;
2019/02/13 07:18:04;;;;null;;;;;;;;;;;
2019/02/13 07:58:15;;;;0;;;;;;;;;;;
2019/02/13 10:17:56;;;;;;891;;;;;;;;;
2019/02/13 10:41:33;;;;;;;;;891;;;;;;
2019/02/13 10:46:39;;;;;;;;;;;891;;;;
2019/02/13 10:48:06;;;;;;0;;;;;;;;;
2019/02/13 10:58:19;;;;;;;;;;;;;891;;
2019/02/13 10:59:30;;;;;;;;;;;;891;;;
2019/02/13 11:01:03;;;;;891;;;;;;;;;;
2019/02/13 11:04:54;;;;;;144;;;;;;;;;
2019/02/13 11:06:35;;;;;;;;;0;;;;;;
2019/02/13 11:07:35;;;;;;;;;;;0;;;;
2019/02/13 11:09:17;;;;;;;;;;;;;224;;
2019/02/13 11:09:22;;;;;;;;;;;;;0;;
2019/02/13 11:10:10;;;;;0;;;;;;;;;;
2019/02/13 11:12:43;;;;;;;;;;;;0;;;
2019/02/13 11:19:46;;;;;;;;;;;;;891;;
2019/02/13 11:24:58;;;;;;0;;;;;;;;;
2019/02/13 11:25:18;;;;;;891;;;;;;;;;
2019/02/13 11:43:02;;;;;;;;;;;;;0;;
2019/02/13 11:44:27;;;;;;224;;;;;;;;;
2019/02/13 11:44:32;;;;;;0;;;;;;;;;
2019/02/13 12:27:58;;;;;;892;;;;;;;;;
2019/02/13 12:35:04;;;;;;891;;;;;;;;;
2019/02/13 12:35:19;;;;;;224;;;;;;;;;
2019/02/13 13:00:43;;;;;;0;;;;;;;;;
2019/02/13 16:48:14;;;0;;;;;;;0;;;;0;
2019/02/13 16:48:14;;0;;;;;0;;;;;;;;
2019/02/13 16:48:19;0;;;;;;;;;;;;;;
2019/02/13 16:48:19;;;;0;;;;;;;;;;;
2019/02/13 16:48:19;;;;;0;;;;0;;0;0;;;
2019/02/13 16:48:19;;;;;;;;;;;;;0;;
2019/02/13 16:48:27;;;;;;0;;;;;;;;;
2019/02/13 17:11:00;;0;0;;;;;;;0;;;;0;
2019/02/13 17:11:00;;;;;;;0;;;;;;;;
2019/02/13 17:11:00;0;;;;;;;;;;;;;;
2019/02/13 17:11:06;;;;0;0;;;;0;;0;0;;;
2019/02/13 17:11:07;;;;;;;;;;;;;0;;
2019/02/13 17:11:09;;;;;;0;;;;;;;;;
2019/02/13 17:58:18;;;;;;891;;;;;;;;;
2019/02/13 18:02:29;;;;;;0;;;;;;;;;
2019/02/13 19:37:35;;;831;;;;;;;;;;;;
2019/02/13 19:44:28;;;;;;;;;;;;;144;;
2019/02/13 19:45:59;;;;;;;831;;;;;;;;
2019/02/13 19:48:51;;;;;;;224;;;;;;;;
2019/02/13 19:49:01;;;;;;;0;;;;;;;;
2019/02/13 19:51:56;;;0;;;;;;;;;;;;
2019/02/13 20:17:57;;;;;;144;;;;;;;;;
2019/02/13 20:26:03;;;;;;;;;;;;;;144;
2019/02/13 20:31:16;;;831;;;;;;;;;;;;
2019/02/13 20:31:29;;;;;;;;;;;;144;;;
2019/02/13 20:34:14;;;;;144;;;;;;;;;;
2019/02/13 20:57:31;;;;;;;831;;;;;;;;
2019/02/13 20:58:24;;;;;;;;;;144;;;;;
2019/02/13 21:08:16;;;;;;;224;;;;;;;;
2019/02/13 21:09:16;;;;;;;831;;;;;;;;
2019/02/13 21:22:12;;;;;0;;;;;;;;;;
2019/02/13 21:23:32;;;;;;;0;;;;;;;;
2019/02/13 21:26:03;;;;;;;831;;;;;;;;
2019/02/13 21:39:40;;;;;;;;;;;144;;;;
2019/02/13 21:39:58;;;;;;;224;;;;;;;;
2019/02/13 21:40:04;;;;;;;0;;;;;;;;
2019/02/13 21:42:24;;;;;;;831;;;;;;;;
