Date start:22/06/2018;Date stop:31/12/2018
Data;Marsica I.L1.CM1.Status.WTG Event;Marsica I.L1.R1.Status.WTG Event;Marsica I.L1.R2.Status.WTG Event;Marsica I.L1.R3.Status.WTG Event;
2018/09/17 17:43:32;;;0;;
2018/09/17 17:43:47;;0;;;
2018/09/18 00:00:37;null;null;null;null;
2018/09/18 00:00:53;0;0;0;0;
2018/09/18 07:02:53;;202;;;
2018/09/18 07:03:54;;224;;;
2018/09/18 07:20:15;;0;;;
2018/09/18 07:30:55;null;;;;
2018/09/18 10:27:52;;;275;;
2018/09/18 10:48:30;;275;;;
2018/09/18 10:48:35;;82;;;
2018/09/18 10:49:36;;275;;;
2018/09/18 10:56:04;;;224;;
2018/09/18 10:57:29;;;0;;
2018/09/18 11:17:28;;224;;;
2018/09/18 12:20:03;;0;;;
2018/09/18 14:12:37;;null;null;null;
2018/09/18 14:13:01;;0;0;0;
2018/09/18 15:27:44;;;null;;
2018/09/18 15:51:26;;;0;;
2018/09/19 00:00:38;;;null;;
2018/09/19 00:00:38;;null;;null;
2018/09/19 00:00:52;;0;0;0;
2018/09/19 15:03:02;0;;;;
2018/09/20 00:00:47;null;null;null;null;
2018/09/20 00:01:03;0;0;0;0;
2018/09/20 07:13:17;null;;;;
2018/09/20 09:47:38;;309;309;309;
2018/09/20 09:54:34;;315;;;
2018/09/20 09:54:39;;;;315;
2018/09/20 09:54:59;;;null;;
2018/09/20 09:55:30;;;;null;
2018/09/20 09:55:35;;null;;;
2018/09/20 09:59:56;;;222;;
2018/09/20 10:00:06;;;;222;
2018/09/20 10:00:11;;222;;;
2018/09/20 10:00:41;;;;309;
2018/09/20 10:00:46;;;309;;
2018/09/20 10:00:51;;309;;;
2018/09/20 10:04:06;;224;;;
2018/09/20 10:04:11;;;224;224;
2018/09/20 10:04:16;;0;;;
2018/09/20 10:04:21;;;0;0;
2018/09/20 11:04:13;;0;0;0;
2018/09/20 15:44:05;0;;;;
2018/09/20 16:17:40;;0;;;
2018/09/20 16:17:51;;;0;0;
2018/09/20 16:18:01;0;;;;
2018/09/20 17:34:44;0;0;0;0;
2018/09/20 17:38:37;null;null;null;null;
2018/09/20 17:38:52;0;0;0;0;
2018/09/21 00:00:47;null;;null;null;
2018/09/21 00:00:47;;null;;;
2018/09/21 00:01:21;0;0;0;0;
2018/09/21 09:16:51;;;null;;
2018/09/21 09:17:01;;;;null;
2018/09/21 09:17:16;;;;0;
2018/09/21 09:17:22;;;0;;
2018/09/22 00:00:47;null;null;null;null;
2018/09/22 00:01:00;0;0;0;0;
2018/09/23 00:00:37;null;null;null;null;
2018/09/23 00:00:52;0;0;0;0;
2018/09/24 00:00:38;null;null;null;null;
2018/09/24 00:00:50;0;0;0;0;
2018/09/24 16:06:34;null;null;null;null;
2018/09/24 16:36:07;0;;0;0;
2018/09/24 16:36:10;;100;;;
2018/09/24 16:40:48;;223;;;
2018/09/24 17:23:32;;null;;;
2018/09/24 18:24:50;;0;;;
2018/09/24 18:25:05;;309;;;
2018/09/24 20:23:24;;224;;;
2018/09/24 20:23:29;;0;;;
2018/09/24 20:26:25;;704;;;
2018/09/24 20:26:55;;309;;;
2018/09/24 20:27:11;;704;;;
2018/09/24 20:28:11;;309;;;
2018/09/25 00:00:47;null;;null;null;
2018/09/25 00:00:47;;null;;;
2018/09/25 00:00:58;0;309;0;0;
2018/09/25 07:41:41;;null;;;
2018/09/25 10:09:08;0;;0;0;
2018/09/25 11:05:20;0;;0;0;
2018/09/25 13:01:49;0;;0;0;
2018/09/26 00:00:37;null;;null;null;
2018/09/26 00:00:50;0;;0;0;
2018/09/26 00:13:15;144;;;;
2018/09/26 00:26:25;;;891;;
2018/09/26 00:27:30;;;;144;
2018/09/26 00:55:36;;;144;;
2018/09/26 01:36:02;;;;0;
2018/09/26 01:40:23;;;0;;
2018/09/26 02:08:28;;;;144;
2018/09/26 02:13:40;;;144;;
2018/09/26 03:27:26;;;0;;
2018/09/26 03:30:12;0;;;;
2018/09/26 03:31:07;;;;0;
2018/09/26 04:11:33;;;;144;
2018/09/26 04:12:53;144;;;;
2018/09/26 05:13:41;;;;0;
2018/09/26 05:33:48;0;;;;
2018/09/26 08:22:31;;704;;;
2018/09/26 08:23:27;;224;;;
2018/09/26 08:23:37;;0;;;
2018/09/26 08:24:07;;null;;;
2018/09/26 09:56:44;0;;0;0;
2018/09/26 12:15:57;0;;;;
2018/09/26 12:49:51;0;;0;0;
2018/09/27 00:00:47;null;;null;null;
2018/09/27 00:01:02;0;;0;0;
2018/09/28 00:00:37;null;;null;null;
2018/09/28 00:00:51;0;;0;0;
2018/09/28 13:33:34;;0;;;
2018/09/29 00:00:37;null;null;null;null;
2018/09/29 00:00:51;0;0;0;0;
2018/09/29 14:00:36;;;326;;
2018/09/29 14:13:25;;;0;;
2018/09/30 00:00:47;null;null;null;null;
2018/09/30 00:01:00;0;0;0;0;
2018/09/30 06:56:28;;;null;;
2018/09/30 06:58:39;;;222;;
2018/09/30 06:59:04;;;223;;
2018/09/30 06:59:30;;;224;;
2018/09/30 06:59:40;;;0;;
2018/10/01 00:00:37;null;null;null;null;
2018/10/01 00:00:50;0;0;0;0;
2018/10/01 07:54:38;;309;309;309;
2018/10/01 07:54:48;309;;;;
2018/10/01 08:04:47;;315;;315;
2018/10/01 08:04:52;315;;;;
2018/10/01 08:05:07;;;null;;
2018/10/01 08:05:47;null;;;;
2018/10/01 08:05:52;;;;null;
2018/10/01 08:12:30;;;222;;
2018/10/01 08:12:40;222;;;;
2018/10/01 08:12:45;;;;222;
2018/10/01 08:13:15;309;;;309;
2018/10/01 08:13:20;;;309;;
2018/10/01 08:20:18;;309;;;
2018/10/01 08:51:55;224;224;224;224;
2018/10/01 08:52:05;;;;0;
2018/10/01 08:53:21;0;;;;
2018/10/01 09:01:54;;;0;;
2018/10/01 09:02:04;;0;;;
2018/10/02 00:00:37;null;null;null;null;
2018/10/02 00:00:51;0;0;0;0;
2018/10/02 08:56:23;;;;202;
2018/10/02 08:57:23;;;;224;
2018/10/02 10:29:17;null;null;null;null;
2018/10/02 12:18:56;0;0;0;0;
2018/10/03 00:00:38;null;null;null;null;
2018/10/03 00:00:53;0;0;0;0;
2018/10/03 17:33:15;null;null;null;null;
2018/10/03 17:54:22;0;0;0;0;
2018/10/04 00:00:47;null;null;null;null;
2018/10/04 00:01:02;0;0;0;0;
2018/10/04 04:35:35;;;326;;
2018/10/04 04:48:13;;;0;;
2018/10/04 09:29:57;;;326;;
2018/10/04 09:42:25;;;0;;
2018/10/04 10:01:56;;;null;;
2018/10/04 11:07:45;null;null;;null;
2018/10/04 11:08:14;0;0;;0;
2018/10/04 11:59:39;;;0;;
2018/10/04 23:12:35;;;326;;
2018/10/04 23:25:24;;;0;;
2018/10/05 00:00:47;null;null;null;null;
2018/10/05 00:01:00;0;0;0;0;
2018/10/05 05:55:06;;;326;;
2018/10/05 06:07:29;;;0;;
2018/10/06 00:00:38;null;null;null;null;
2018/10/06 00:00:52;0;0;0;0;
2018/10/07 00:00:38;null;null;null;null;
2018/10/07 00:00:51;0;0;0;0;
2018/10/08 09:00:31;0;0;0;0;
2018/10/09 00:00:37;null;null;null;null;
2018/10/09 00:00:49;0;0;0;0;
2018/10/09 07:58:35;;;null;null;
2018/10/09 07:59:00;;;;0;
2018/10/09 07:59:05;;;0;;
2018/10/09 17:38:47;;;null;;
2018/10/09 17:41:03;;;222;;
2018/10/09 17:41:33;;;223;;
2018/10/09 17:41:58;;;224;;
2018/10/09 17:42:13;;;0;;
2018/10/10 00:00:37;null;null;null;null;
2018/10/10 00:00:51;0;0;0;0;
2018/10/10 08:14:56;;;null;null;
2018/10/10 08:15:11;;;0;0;
2018/10/10 15:55:22;;309;;;
2018/10/10 15:55:27;309;;309;309;
2018/10/10 16:05:55;315;315;;315;
2018/10/10 16:06:05;;;null;;
2018/10/10 16:06:51;;;;null;
2018/10/10 16:06:56;null;;;;
2018/10/10 16:52:28;222;223;;;
2018/10/10 16:52:43;;224;;;
2018/10/10 16:52:48;;309;;;
2018/10/10 16:52:59;;;222;;
2018/10/10 16:53:09;;224;;;
2018/10/10 16:53:19;309;;;;
2018/10/10 16:53:24;;;309;;
2018/10/10 16:53:39;;0;;;
2018/10/10 16:53:44;;;;309;
2018/10/10 16:53:54;224;;;;
2018/10/10 16:54:34;;;224;;
2018/10/10 16:54:59;;;;224;
2018/10/10 16:55:40;;;0;;
2018/10/10 17:03:33;0;;;;
2018/10/10 17:06:54;;;;0;
2018/10/11 00:00:47;null;null;null;null;
2018/10/11 00:01:01;0;0;0;0;
2018/10/11 08:02:48;;;null;null;
2018/10/11 08:03:13;;;;0;
2018/10/11 08:03:18;;;0;;
2018/10/11 08:48:58;309;309;309;;
2018/10/11 08:49:03;;;;309;
2018/10/11 09:44:42;315;315;;;
2018/10/11 09:45:02;;;null;;
2018/10/11 09:45:07;;;;null;
2018/10/11 09:45:37;null;;;;
2018/10/11 10:39:12;;null;;;
2018/10/11 12:37:47;222;;;;
2018/10/11 12:38:52;;;222;;
2018/10/11 12:39:02;;222;;;
2018/10/11 12:39:07;309;309;309;309;
2018/10/11 12:56:14;;224;;;
2018/10/11 12:56:19;224;;224;224;
2018/10/11 12:56:24;;0;;;
2018/10/11 12:56:29;;;0;0;
2018/10/11 12:56:35;0;;;;
2018/10/12 00:00:37;null;null;null;null;
2018/10/12 00:00:53;0;0;0;0;
2018/10/12 08:23:01;;;null;;
2018/10/12 08:23:11;;;;null;
2018/10/12 08:23:21;;;0;0;
2018/10/12 08:45:10;;309;;;
2018/10/12 08:45:25;;;309;;
2018/10/12 08:45:40;;;;309;
2018/10/12 08:46:00;309;;;;
2018/10/12 08:47:51;315;315;;;
2018/10/12 08:48:01;;;null;;
2018/10/12 08:48:06;;;;null;
2018/10/12 08:48:46;null;null;;;
2018/10/12 11:01:46;0;0;0;0;
2018/10/13 00:00:47;null;null;null;null;
2018/10/13 00:01:01;0;0;0;0;
2018/10/14 00:00:37;null;null;null;null;
2018/10/14 00:00:52;0;0;0;0;
2018/10/15 00:00:47;null;null;null;null;
2018/10/15 00:01:02;0;0;0;0;
2018/10/16 00:00:47;null;null;null;null;
2018/10/16 00:00:59;0;0;0;0;
2018/10/17 00:00:47;null;null;null;null;
2018/10/17 00:01:01;0;0;0;0;
2018/10/17 17:23:17;0;0;0;0;
2018/10/17 17:48:00;0;0;0;0;
2018/10/17 18:35:22;0;0;0;0;
2018/10/17 19:45:54;;;158;;
2018/10/17 19:46:54;;;224;;
2018/10/17 19:47:25;;;0;;
2018/10/17 19:48:15;;;158;;
2018/10/17 19:49:15;;;224;;
2018/10/17 19:49:25;;;0;;
2018/10/17 20:07:52;;;158;;
2018/10/17 20:08:53;;;224;;
2018/10/17 20:09:03;;;0;;
2018/10/18 00:00:37;null;null;null;null;
2018/10/18 00:00:50;0;0;0;0;
2018/10/18 00:06:53;;;158;;
2018/10/18 00:07:48;;;224;;
2018/10/18 00:08:18;;;0;;
2018/10/18 00:08:59;;;158;;
2018/10/18 00:09:59;;;224;;
2018/10/18 00:10:09;;;0;;
2018/10/18 00:11:30;;;158;;
2018/10/18 00:12:30;;;224;;
2018/10/18 00:12:40;;;0;;
2018/10/18 00:24:50;;;100;;
2018/10/18 01:09:23;;;223;;
2018/10/18 01:10:08;;;309;;
2018/10/18 01:18:56;;;224;;
2018/10/18 01:19:07;;;0;;
2018/10/18 01:37:19;;;158;;
2018/10/18 01:38:15;;;224;;
2018/10/18 01:38:25;;;0;;
2018/10/18 01:53:46;;;158;;
2018/10/18 01:54:46;;;224;;
2018/10/18 01:54:56;;;0;;
2018/10/18 01:59:58;;;158;;
2018/10/18 02:01:09;;;0;;
2018/10/18 03:56:20;;;158;;
2018/10/18 03:57:21;;;224;;
2018/10/18 03:57:31;;;0;;
2018/10/18 03:58:11;;;158;;
2018/10/18 03:59:11;;;224;;
2018/10/18 03:59:21;;;0;;
2018/10/18 04:00:07;;;158;;
2018/10/18 04:01:07;;;224;;
2018/10/18 04:01:52;;;0;;
2018/10/18 04:57:50;;;158;;
2018/10/18 04:58:50;;;224;;
2018/10/18 04:59:50;;;0;;
2018/10/18 05:00:51;;;158;;
2018/10/18 05:01:51;;;224;;
2018/10/18 05:02:01;;;0;;
2018/10/18 05:15:37;;;158;;
2018/10/18 05:16:42;;;224;;
2018/10/18 05:16:52;;;0;;
2018/10/18 05:17:47;;;100;;
2018/10/18 07:36:36;;;null;;
2018/10/18 09:08:25;;;0;;
2018/10/19 00:00:47;;;null;;
2018/10/19 00:00:47;null;null;;null;
2018/10/19 00:01:03;0;0;0;0;
2018/10/20 00:00:47;null;null;null;null;
2018/10/20 00:01:17;0;0;0;0;
2018/10/21 00:00:37;;;null;null;
2018/10/21 00:00:37;null;null;;;
2018/10/21 00:00:53;0;0;0;0;
2018/10/21 18:59:03;null;null;null;null;
2018/10/21 19:02:38;0;0;0;0;
2018/10/22 00:00:47;null;null;null;null;
2018/10/22 00:01:01;0;0;0;0;
2018/10/22 02:23:35;null;;;;
2018/10/22 02:28:07;222;;;;
2018/10/22 02:28:12;223;;;;
2018/10/22 02:28:32;224;;;;
2018/10/22 02:28:42;352;;;;
2018/10/22 02:47:58;null;;;;
2018/10/22 02:52:25;222;;;;
2018/10/22 03:05:51;null;;;;
2018/10/22 03:10:22;222;;;;
2018/10/22 03:20:47;null;;;;
2018/10/22 03:25:19;222;;;;
2018/10/22 03:34:13;null;;;;
2018/10/22 03:38:59;222;;;;
2018/10/22 03:46:53;null;;;;
2018/10/22 03:51:25;222;;;;
2018/10/22 03:58:52;null;;;;
2018/10/22 04:03:29;222;;;;
2018/10/22 04:10:02;null;;;;
2018/10/22 04:14:53;222;;;;
2018/10/22 04:20:46;null;;;;
2018/10/22 04:25:58;222;;;;
2018/10/22 04:31:30;null;;;;
2018/10/22 04:36:27;222;;;;
2018/10/22 04:41:54;null;;;;
2018/10/22 04:46:46;222;;;;
2018/10/22 04:52:13;null;;;;
2018/10/22 04:57:10;222;;;;
2018/10/22 05:02:32;null;;;;
2018/10/22 05:07:29;222;;;;
2018/10/22 05:12:31;null;;;;
2018/10/22 05:19:29;222;;;;
2018/10/22 05:22:50;null;;;;
2018/10/22 05:29:48;222;;;;
2018/10/22 05:32:50;null;;;;
2018/10/22 05:39:47;222;;;;
2018/10/22 05:43:18;null;;;;
2018/10/22 05:50:16;222;;;;
2018/10/22 05:53:58;null;;;;
2018/10/22 06:00:50;222;;;;
2018/10/22 06:04:22;null;;;;
2018/10/22 06:11:14;222;;;;
2018/10/22 06:14:51;null;;;;
2018/10/22 06:22:08;222;;;;
2018/10/22 06:25:45;null;;;;
2018/10/22 06:33:02;222;;;;
2018/10/22 06:36:28;null;;;;
2018/10/22 06:45:42;222;;;;
2018/10/22 06:47:53;null;;;;
2018/10/22 06:57:07;222;;;;
2018/10/22 06:59:33;null;;;;
2018/10/22 07:08:46;222;;;;
2018/10/22 07:11:32;null;;;;
2018/10/22 07:20:56;222;;;;
2018/10/22 07:23:57;null;;;;
2018/10/22 07:33:32;222;;;;
2018/10/22 07:36:48;null;;;;
2018/10/22 08:16:58;0;;;;
2018/10/22 08:21:05;;;891;;
2018/10/22 08:22:30;;;0;;
2018/10/22 09:08:24;;891;;;
2018/10/22 09:11:25;;0;;;
2018/10/22 10:56:11;;891;;;
2018/10/22 11:09:56;;0;;;
2018/10/22 11:44:51;;892;;;
2018/10/22 11:46:16;;891;;;
2018/10/22 11:46:26;;224;;;
2018/10/22 11:47:36;;0;;;
2018/10/22 13:38:01;;;;891;
2018/10/22 13:46:05;;891;;;
2018/10/22 14:01:51;;;891;;
2018/10/22 14:08:08;;;;224;
2018/10/22 14:08:23;;;;0;
2018/10/22 14:11:59;;0;;;
2018/10/22 14:12:09;;;0;;
2018/10/22 14:15:36;;891;;;
2018/10/22 14:17:47;;0;;;
2018/10/22 16:04:13;891;;;;
2018/10/22 16:19:34;;892;;;
2018/10/22 16:34:15;0;;;;
2018/10/22 18:16:56;;224;;;
2018/10/22 18:17:31;;0;;;
2018/10/22 18:18:16;;318;;;
2018/10/22 18:19:17;;0;;;
2018/10/23 00:00:37;null;null;null;null;
2018/10/23 00:00:51;0;0;0;0;
2018/10/23 06:14:30;144;;;;
2018/10/23 06:20:22;;144;;;
2018/10/23 06:23:58;;;;144;
2018/10/23 06:25:34;;;892;;
2018/10/23 06:25:59;;;338;;
2018/10/23 06:26:54;;;891;;
2018/10/23 06:27:14;;;223;;
2018/10/23 06:27:50;;;144;;
2018/10/23 06:56:16;;0;;;
2018/10/23 07:01:03;;;;0;
2018/10/23 07:01:38;;;0;;
2018/10/23 07:03:44;0;;;;
2018/10/24 00:00:37;null;null;null;null;
2018/10/24 00:00:56;0;0;0;0;
2018/10/25 00:00:47;null;null;null;null;
2018/10/25 00:01:23;0;0;0;0;
2018/10/25 10:29:05;;;275;;
2018/10/25 10:57:11;;;224;;
2018/10/25 10:57:41;;;0;;
2018/10/25 11:18:39;;275;;;
2018/10/25 11:46:31;;224;;;
2018/10/25 11:48:57;;0;;;
2018/10/25 11:53:14;0;;;0;
2018/10/25 11:53:23;;;0;;
2018/10/25 11:53:29;;0;;;
2018/10/25 12:53:04;0;;;;
2018/10/25 12:53:11;;;;0;
2018/10/25 12:53:11;;;0;;
2018/10/25 12:53:11;;0;;;
2018/10/26 00:00:37;null;null;null;null;
2018/10/26 00:00:53;0;0;0;0;
2018/10/27 13:02:25;;;326;;
2018/10/27 13:14:30;;;0;;
2018/10/27 16:17:46;;;326;;
2018/10/27 16:30:51;;;0;;
2018/10/27 16:52:02;;;900;;
2018/10/27 16:53:53;;;null;;
2018/10/27 17:24:57;;;0;;
2018/10/27 18:25:34;null;null;null;null;
2018/10/27 18:49:32;0;0;;;
2018/10/27 18:49:37;;;;0;
2018/10/27 18:49:51;;;0;;
2018/10/28 11:29:04;;;null;;
2018/10/28 11:31:04;;;223;;
2018/10/28 11:33:02;;;0;;
2018/10/29 09:03:14;0;0;0;;
2018/10/29 09:03:34;;;;275;
2018/10/29 09:22:26;;;;224;
2018/10/29 09:26:33;;;;0;
2018/10/29 13:36:46;703;703;;703;
2018/10/29 13:36:51;315;315;;315;
2018/10/29 13:37:11;;;null;;
2018/10/29 13:37:46;null;null;;null;
2018/10/29 14:05:49;;222;;;
2018/10/29 14:06:20;;223;;;
2018/10/29 14:06:40;;224;;;
2018/10/29 14:07:45;;0;;;
2018/10/29 14:10:51;;;;315;
2018/10/29 14:12:17;;;223;;
2018/10/29 14:12:22;;;224;;
2018/10/29 14:12:57;;;0;;
2018/10/29 14:16:59;;;;223;
2018/10/29 14:17:19;;;;224;
2018/10/29 14:18:09;;;;0;
2018/10/29 14:19:50;222;;;;
2018/10/29 14:20:00;223;;;;
2018/10/29 14:20:25;224;;;;
2018/10/29 14:20:35;0;;;;
2018/10/29 14:33:20;315;315;;315;
2018/10/29 14:33:35;;;null;;
2018/10/29 14:34:16;null;;;null;
2018/10/29 14:34:21;;null;;;
2018/10/29 14:48:41;;;;315;
2018/10/29 14:50:17;;;222;;
2018/10/29 14:50:27;;;;223;
2018/10/29 14:50:42;222;222;;;
2018/10/29 14:50:52;;;;224;
2018/10/29 14:51:13;;;null;;
2018/10/29 14:51:18;223;;;;
2018/10/29 14:51:23;;223;;;
2018/10/29 14:51:43;224;;;;
2018/10/29 14:51:48;;224;;;
2018/10/29 14:51:53;0;;;;
2018/10/29 14:51:58;;;;0;
2018/10/29 14:52:33;;0;;;
2018/10/29 14:54:28;;;223;;
2018/10/29 14:54:39;;;224;;
2018/10/29 14:54:49;;;0;;
2018/10/29 15:00:56;;;null;;
2018/10/29 15:01:16;;;;891;
2018/10/29 15:02:42;;;;224;
2018/10/29 15:03:17;;;;0;
2018/10/29 15:05:33;;;222;;
2018/10/29 15:06:13;;;223;;
2018/10/29 15:06:38;;;224;;
2018/10/29 15:07:03;;;0;;
2018/10/29 15:07:54;315;;;;
2018/10/29 15:07:59;;315;;315;
2018/10/29 15:08:19;;;null;;
2018/10/29 15:08:44;null;;;;
2018/10/29 15:08:49;;;;null;
2018/10/29 15:08:54;;null;;;
2018/10/29 15:30:01;;;;315;
2018/10/29 15:31:37;;;222;;
2018/10/29 15:32:02;223;;;;
2018/10/29 15:32:12;;223;223;;
2018/10/29 15:32:22;224;224;;;
2018/10/29 15:32:32;;;224;;
2018/10/29 15:33:38;0;;;;
2018/10/29 15:33:58;;0;;;
2018/10/29 15:34:03;;;0;;
2018/10/29 15:39:05;;;;223;
2018/10/29 15:39:25;;;;224;
2018/10/29 15:42:16;;;;0;
2018/10/29 16:08:17;;;null;;
2018/10/29 16:10:28;;;222;;
2018/10/29 16:11:04;;;223;;
2018/10/29 16:11:29;;;224;;
2018/10/29 16:22:23;;;0;;
2018/10/29 16:33:58;;;null;;
2018/10/29 16:36:14;;;222;;
2018/10/29 16:36:49;;;223;;
2018/10/29 16:37:14;;;224;;
2018/10/29 16:38:05;;;0;;
2018/10/29 16:53:07;null;null;null;null;
2018/10/29 18:12:46;0;0;0;0;
2018/10/29 19:01:06;144;;;;
2018/10/29 19:01:17;;;;144;
2018/10/29 19:03:43;;;144;;
2018/10/29 19:16:43;;;224;;
2018/10/29 19:17:28;;;0;;
2018/10/29 19:18:08;;;;0;
2018/10/29 19:18:18;0;;;;
2018/10/29 20:20:30;null;null;null;null;
2018/10/29 20:54:30;;0;;;
2018/10/29 20:54:32;0;;0;0;
2018/10/30 00:00:37;null;null;null;null;
2018/10/30 00:00:51;0;0;0;0;
2018/10/30 02:29:29;;891;;;
2018/10/30 02:42:35;null;null;null;null;
2018/10/30 12:23:37;0;;0;0;
2018/10/30 12:23:38;;0;;;
2018/10/30 15:12:22;null;null;null;null;
2018/10/30 15:22:50;0;;0;0;
2018/10/30 15:22:50;;0;;;
2018/10/30 18:49:27;null;null;null;null;
2018/10/31 10:31:21;0;0;0;0;
2018/10/31 10:38:13;null;null;null;null;
2018/10/31 10:49:16;0;;;;
2018/10/31 10:49:17;;0;0;0;
2018/10/31 11:28:16;null;null;null;null;
2018/10/31 11:31:52;0;0;0;0;
2018/10/31 11:51:06;null;null;null;null;
2018/10/31 12:54:11;0;0;0;;
2018/10/31 12:54:11;;;;0;
2018/11/01 00:00:37;null;null;null;null;
2018/11/01 00:00:52;0;0;0;0;
2018/11/02 00:00:37;null;null;null;null;
2018/11/02 00:00:53;0;0;0;0;
2018/11/02 20:56:41;null;null;null;null;
2018/11/02 20:57:39;0;0;0;0;
2018/11/03 00:00:37;null;null;null;null;
2018/11/03 00:00:51;0;0;0;0;
2018/11/04 00:00:37;null;null;null;null;
2018/11/04 00:00:51;0;0;0;0;
2018/11/04 16:45:12;;;276;;
2018/11/04 17:12:47;;;224;;
2018/11/04 17:14:48;;;0;;
2018/11/04 20:29:07;;;;276;
2018/11/04 20:57:09;;;;224;
2018/11/04 22:07:43;;;;0;
2018/11/05 00:00:37;;;null;null;
2018/11/05 00:00:37;null;null;;;
2018/11/05 00:00:52;0;0;0;0;
2018/11/06 00:00:37;null;null;null;null;
2018/11/06 00:00:56;0;0;0;0;
2018/11/07 00:00:47;null;null;null;null;
2018/11/07 00:01:01;0;0;0;0;
2018/11/08 00:00:37;null;;null;null;
2018/11/08 00:00:37;;null;;;
2018/11/08 00:00:54;0;0;0;0;
2018/11/09 00:00:37;null;null;null;null;
2018/11/09 00:00:50;0;0;0;0;
2018/11/09 10:49:39;0;0;0;0;
2018/11/09 10:53:15;0;0;0;0;
2018/11/10 00:00:37;null;null;null;null;
2018/11/10 00:00:50;0;0;0;0;
2018/11/11 00:00:37;null;null;null;null;
2018/11/11 00:00:54;0;0;0;0;
2018/11/12 00:00:37;null;null;null;null;
2018/11/12 00:00:52;0;0;0;0;
2018/11/12 12:08:52;;;900;;
2018/11/12 12:09:23;;;null;;
2018/11/12 14:00:09;;;435;;
2018/11/12 14:13:14;;;224;;
2018/11/12 16:46:04;;;0;;
2018/11/13 00:00:37;null;null;null;null;
2018/11/13 00:00:52;0;0;0;0;
2018/11/13 09:33:39;null;null;null;null;
2018/11/13 09:51:12;0;0;;;
2018/11/13 09:51:12;;;0;0;
2018/11/13 13:21:31;276;;;;
2018/11/13 13:49:27;0;;;;
2018/11/14 00:00:47;null;null;null;null;
2018/11/14 00:00:59;0;0;0;0;
2018/11/14 11:01:27;;;;null;
2018/11/14 14:40:10;;;;0;
2018/11/15 00:00:38;null;null;null;null;
2018/11/15 00:00:56;0;0;0;0;
2018/11/16 00:00:37;null;null;null;null;
2018/11/16 00:00:51;0;0;0;0;
2018/11/17 00:00:37;null;null;null;null;
2018/11/17 00:00:51;0;0;0;0;
2018/11/18 00:00:37;null;null;null;null;
2018/11/18 00:00:53;0;0;0;0;
2018/11/19 00:00:47;null;null;null;null;
2018/11/19 00:01:00;0;0;0;0;
2018/11/19 07:32:36;;202;;;
2018/11/19 07:33:36;;224;;;
2018/11/19 07:57:11;;0;;;
2018/11/20 00:00:47;null;null;null;null;
2018/11/20 00:01:03;0;0;0;0;
2018/11/21 00:00:37;null;null;null;null;
2018/11/21 00:00:52;0;0;0;0;
2018/11/22 00:00:47;null;null;null;null;
2018/11/22 00:00:59;0;0;0;0;
2018/11/22 07:01:54;;;202;;
2018/11/22 07:02:54;;;224;;
2018/11/22 08:15:45;;;0;;
2018/11/22 10:18:27;null;null;null;null;
2018/11/22 10:53:07;0;0;;0;
2018/11/22 10:53:10;;;0;;
2018/11/23 00:00:37;null;null;null;null;
2018/11/23 00:01:06;0;0;0;0;
2018/11/24 00:00:37;null;null;null;null;
2018/11/24 00:00:52;0;0;0;0;
2018/11/25 00:00:37;null;null;null;null;
2018/11/25 00:00:51;0;0;0;0;
2018/11/25 13:45:12;;;;276;
2018/11/25 14:13:08;;;;224;
2018/11/25 14:29:00;;;;0;
2018/11/26 00:00:47;;;null;null;
2018/11/26 00:00:47;null;null;;;
2018/11/26 00:01:06;0;0;0;0;
2018/11/26 04:06:24;318;;;;
2018/11/26 04:07:24;0;;;;
2018/11/26 04:09:20;;;;318;
2018/11/26 04:10:20;;;;224;
2018/11/26 04:11:11;;;;0;
2018/11/26 09:27:11;null;null;null;null;
2018/11/26 09:28:44;;0;0;;
2018/11/26 09:28:46;0;;;0;
2018/11/27 00:00:37;null;null;null;null;
2018/11/27 00:00:51;0;0;0;0;
2018/11/27 00:28:17;;;154;;
2018/11/27 02:12:38;;;223;;
2018/11/27 02:12:48;;;309;;
2018/11/27 02:12:53;;;223;;
2018/11/27 02:15:39;;;224;;
2018/11/27 02:16:09;;;0;;
2018/11/28 00:00:37;null;null;null;null;
2018/11/28 00:00:54;0;0;0;0;
2018/11/28 14:32:30;null;null;null;null;
2018/11/28 14:48:02;0;0;0;0;
2018/11/29 00:00:47;null;null;null;null;
2018/11/29 00:01:00;0;0;0;0;
2018/11/30 00:00:37;null;null;null;null;
2018/11/30 00:00:53;0;0;0;0;
2018/11/30 11:04:03;;275;;;
2018/11/30 11:31:59;;224;;;
2018/11/30 11:35:31;;0;;;
2018/12/01 00:00:37;null;null;null;null;
2018/12/01 00:00:52;0;0;0;0;
2018/12/02 00:00:37;null;null;null;null;
2018/12/02 00:00:51;0;0;0;0;
2018/12/03 00:00:37;null;null;null;null;
2018/12/03 00:00:50;0;0;0;0;
2018/12/04 00:00:47;null;null;null;null;
2018/12/04 00:01:00;0;0;0;0;
2018/12/04 15:32:44;null;null;null;null;
2018/12/04 16:31:16;0;0;0;0;
2018/12/05 00:00:46;null;null;null;null;
2018/12/05 00:01:00;0;0;0;0;
2018/12/06 00:00:37;null;null;null;null;
2018/12/06 00:00:50;0;0;0;0;
2018/12/07 00:00:47;null;null;null;null;
2018/12/07 00:01:02;0;0;0;0;
2018/12/08 00:00:47;null;null;null;null;
