Date start:22/06/2018;Date stop:31/12/2018
Data;WTE2.L1.WTG1.Status.WTG Event;WTE2.L1.WTG2.Status.WTG Event;WTE2.L1.WTG3.Status.WTG Event;WTE2.L2.WTG12.Status.WTG Event;WTE2.L2.WTG13.Status.WTG Event;WTE2.L2.WTG14.Status.WTG Event;
2018/08/14 00:01:16;0;0;0;;;;
2018/08/14 09:39:17;;;;0;;;
2018/08/14 10:24:17;;;;318;;;
2018/08/14 10:25:17;;;;0;;;
2018/08/14 10:45:26;;;;318;;;
2018/08/14 10:46:26;;;;0;;;
2018/08/14 10:52:18;;;;null;;;
2018/08/14 11:20:29;;;;;null;;
2018/08/14 11:51:16;;;;;0;;
2018/08/15 00:00:48;null;null;null;;null;null;
2018/08/15 00:01:08;;;;;0;0;
2018/08/15 00:01:08;0;0;0;;;;
2018/08/15 15:35:26;null;;;;;;
2018/08/15 15:39:47;30;;;;;;
2018/08/15 15:40:47;102;;;;;;
2018/08/15 16:27:13;;;;318;;;
2018/08/15 16:28:03;;;;900;;;
2018/08/15 16:29:54;;;;null;;;
2018/08/15 16:56:04;;;;900;;;
2018/08/15 16:59:30;;;;null;;;
2018/08/15 17:13:59;;;;900;;;
2018/08/15 17:21:10;;;;null;;;
2018/08/15 18:01:54;null;;;;;;
2018/08/15 18:09:14;0;;;;;;
2018/08/16 00:00:47;null;null;null;;null;null;
2018/08/16 00:01:05;;;;;0;0;
2018/08/16 00:01:06;0;0;0;;;;
2018/08/16 11:39:02;;;;102;;;
2018/08/16 11:39:27;;;;900;;;
2018/08/16 11:42:08;;;;604;;;
2018/08/16 11:42:33;;;;null;;;
2018/08/16 11:52:55;;;;604;;;
2018/08/16 11:53:40;;;;894;;;
2018/08/16 11:53:45;;;;604;;;
2018/08/16 11:54:10;;;;null;;;
2018/08/16 11:59:11;;;;900;;;
2018/08/16 11:59:31;;;;604;;;
2018/08/16 11:59:57;;;;null;;;
2018/08/16 12:10:24;;;;604;;;
2018/08/16 12:10:34;;;;894;;;
2018/08/16 12:10:39;;;;341;;;
2018/08/16 12:11:09;;;;null;;;
2018/08/16 12:51:18;;;;102;;;
2018/08/16 12:53:44;;;;null;;;
2018/08/16 12:58:00;;;;102;;;
2018/08/16 12:58:10;;;;30;;;
2018/08/16 12:59:00;;;;160;;;
2018/08/16 13:09:37;;;;null;;;
2018/08/16 13:18:51;null;;;;;;
2018/08/16 13:23:07;102;;;;;;
2018/08/16 13:23:17;30;;;;;;
2018/08/16 13:47:26;;;;0;;;
2018/08/16 14:54:43;null;;;;;;
2018/08/16 14:57:23;0;;;;;;
2018/08/17 00:00:38;null;null;null;null;null;null;
