Date start:01/01/2019;Date stop:30/06/2019
Data;Pescina Wind.L1.WTG4.Status.WTG Event;Pescina Wind.L1.WTG5.Status.WTG Event;Pescina Wind.L1.WTG6.Status.WTG Event;Pescina Wind.L1.WTG8.Status.WTG Event;Pescina Wind.L2.WTG10.Status.WTG Event;Pescina Wind.L2.WTG11.Status.WTG Event;Pescina Wind.L2.WTG7.Status.WTG Event;Pescina Wind.L2.WTG9.Status.WTG Event;
2019/01/23 00:00:38;null;null;null;null;null;null;null;null;
2019/01/23 00:00:56;;;;;0;0;0;0;
2019/01/23 00:00:57;0;0;0;0;;;;;
2019/01/23 16:34:51;;;;;;;171;;
2019/01/23 16:35:51;;;;;;;0;;
2019/01/24 00:00:37;null;null;null;null;null;null;null;null;
2019/01/24 00:00:56;;;;;0;0;0;0;
2019/01/24 00:00:58;0;0;0;0;;;;;
2019/01/24 15:35:21;356;;;;;;;;
2019/01/24 15:36:21;0;;;;;;;;
2019/01/24 18:06:56;338;;;;;;;;
2019/01/24 18:08:02;0;;;;;;;;
2019/01/24 19:31:08;;;153;;;;;;
2019/01/24 19:32:08;;;0;;;;;;
2019/01/24 19:43:52;356;;;;;;;;
2019/01/24 19:44:53;0;;;;;;;;
2019/01/24 20:50:27;338;;;;;;;;
2019/01/24 20:51:33;0;;;;;;;;
2019/01/24 21:32:27;;;;;;159;;;
2019/01/24 21:34:39;;;356;;;;;;
2019/01/24 21:35:35;;;0;;;;;;
2019/01/24 21:42:43;;;;338;;;;;
2019/01/24 21:43:43;;;;0;;;;;
2019/01/24 22:03:04;;;;338;;;;;
2019/01/24 22:04:05;;;;0;;;;;
2019/01/24 22:18:50;;356;;;;;;;
2019/01/24 22:19:56;;0;;;;;;;
2019/01/24 22:24:48;;;356;;;;;;
2019/01/24 22:25:48;;;0;;;;;;
2019/01/24 22:59:36;;338;;;;;;;
2019/01/24 23:00:41;;0;;;;;;;
2019/01/24 23:11:10;;;;356;;;;;
2019/01/24 23:12:10;;;;0;;;;;
2019/01/24 23:16:47;;;;153;;;;;
2019/01/24 23:17:47;;;;0;;;;;
2019/01/24 23:20:53;;;;338;;;;;
2019/01/24 23:21:53;;;;0;;;;;
2019/01/24 23:27:31;;;338;;;;;;
2019/01/24 23:28:31;;;0;;;;;;
2019/01/24 23:34:53;;;;;;;338;;
2019/01/24 23:35:58;;;;;;;0;;
2019/01/24 23:37:09;;;338;;;;;;
2019/01/24 23:38:09;;;0;;;;;;
2019/01/24 23:39:50;;;338;;;;;;
2019/01/24 23:40:50;;;0;;;;;;
2019/01/24 23:51:09;;;159;;;;;;
2019/01/24 23:52:09;;;100;;;;;;
2019/01/25 00:00:47;null;null;null;null;null;null;null;null;
2019/01/25 00:01:06;0;0;100;0;;;;;
2019/01/25 00:01:07;;;;;0;159;0;0;
2019/01/25 00:03:42;;;;356;;;;;
2019/01/25 00:04:43;;;;0;;;;;
2019/01/25 00:27:21;338;;;;;;;;
2019/01/25 00:28:22;0;;;;;;;;
2019/01/25 00:43:23;;356;;;;;;;
2019/01/25 00:44:23;;0;;;;;;;
2019/01/25 00:49:35;;356;;;;;;;
2019/01/25 00:50:35;;0;;;;;;;
2019/01/25 01:10:12;;356;;;;;;;
2019/01/25 01:11:12;;0;;;;;;;
2019/01/25 03:18:29;356;;;;;;;;
2019/01/25 03:19:30;0;;;;;;;;
2019/01/25 04:24:45;;;;;null;;;;
2019/01/25 04:29:07;;;;;0;;;;
2019/01/25 04:32:33;;;;;null;;;;
2019/01/25 04:38:50;;;;;0;;;;
2019/01/25 04:40:00;;;;;894;;;;
2019/01/25 04:40:10;;;;;0;;;;
2019/01/25 04:42:30;;;;144;;;;;
2019/01/25 04:42:40;;144;;;;;;;
2019/01/25 04:48:27;;;;0;;;;;
2019/01/25 05:11:05;;0;;;;;;;
2019/01/25 05:37:49;356;;;;;;;;
2019/01/25 05:38:49;0;;;;;;;;
2019/01/25 06:48:23;;;;;null;;;;
2019/01/25 06:52:44;;;;;0;;;;
2019/01/25 07:01:37;;;;;null;;;;
2019/01/25 07:08:19;;;;;0;;;;
2019/01/25 07:09:45;;;;;null;;;;
2019/01/25 07:16:32;;;;;0;;;;
2019/01/25 09:56:22;;;;;;;309;;
2019/01/25 09:56:53;;;;;;;;309;
2019/01/25 10:00:59;;;;;;;315;;
2019/01/25 10:01:14;;;;;;;;null;
2019/01/25 10:01:24;;;;;null;;;;
2019/01/25 10:01:29;;;;;;;;315;
2019/01/25 10:01:34;;;;;;;;null;
2019/01/25 10:01:59;;;;;;null;null;;
2019/01/25 10:36:13;;;;;0;;;;
2019/01/25 10:36:23;;;;;;;;315;
2019/01/25 10:36:53;;;;;;159;315;;
2019/01/25 10:37:23;;;;;;0;;;
2019/01/25 10:37:43;;;;;;;0;;
2019/01/25 10:37:53;;;;;;;;144;
2019/01/25 10:40:04;;;;;;;;0;
2019/01/25 10:43:22;309;;;;;;;;
2019/01/25 10:43:32;;309;;;;;;;
2019/01/25 10:43:47;;;;309;;;;;
2019/01/25 10:46:43;203;203;;;;;;;
2019/01/25 10:46:48;315;315;;;;;;;
2019/01/25 10:46:53;;182;;;;;;;
2019/01/25 10:47:03;;;null;;;;;;
2019/01/25 10:47:08;;;;null;;;;;
2019/01/25 10:47:28;;null;;;;;;;
2019/01/25 10:47:33;null;;;;;;;;
2019/01/25 11:19:38;;;100;203;;;;;
2019/01/25 11:19:58;;;;0;;;;;
2019/01/25 11:20:03;;182;;;;;;;
2019/01/25 11:20:08;315;;;;;;;;
2019/01/25 11:21:03;0;;;;;;;;
2019/01/25 11:21:24;;;176;;;;;;
2019/01/25 11:21:44;;144;;;;;;;
2019/01/25 11:21:47;;182;;;;;;;
2019/01/25 11:34:33;;0;;;;;;;
2019/01/25 11:35:19;;;309;;;;;;
2019/01/25 11:35:24;;;0;;;;;;
2019/01/25 12:11:42;356;;;;;;;;
2019/01/25 12:12:42;0;;;;;;;;
2019/01/25 12:14:33;891;;;;;;;;
2019/01/25 12:20:15;0;;;;;;;;
2019/01/25 13:09:07;null;null;null;null;null;null;null;null;
2019/01/25 13:13:09;;;;0;0;0;0;0;
2019/01/25 13:13:09;0;0;0;;;;;;
2019/01/25 17:14:05;;;;;356;;;;
2019/01/25 17:15:06;;;;;83;;;;
2019/01/25 17:15:16;;;;;0;;;;
2019/01/25 17:22:33;;356;;;;;;;
2019/01/25 17:23:34;;0;;;;;;;
2019/01/25 17:30:46;;;;356;;;;;
2019/01/25 17:31:47;;;;0;;;;;
2019/01/25 21:36:56;356;;;;;;;;
2019/01/25 21:37:56;0;;;;;;;;
2019/01/25 21:54:37;;;;;;899;899;;
2019/01/25 21:54:38;899;181;;;;;;;
2019/01/25 21:54:43;916;;;;;;;;
2019/01/25 21:54:47;;;;;;;;899;
2019/01/25 21:54:58;;;;;null;;;;
2019/01/25 21:54:58;;;null;null;;;;;
2019/01/25 21:55:34;null;null;;;;;;;
2019/01/25 21:55:38;;;;;;null;null;null;
2019/01/25 22:25:08;;;;899;;;;;
2019/01/25 22:25:43;;181;;;;;;;
2019/01/25 22:25:48;315;;;;;;;;
2019/01/25 22:28:19;;0;;;;;;;
2019/01/25 22:28:24;0;;;0;;;;;
2019/01/26 00:00:37;null;null;;;;;;;
2019/01/26 00:00:37;;;;null;;;;;
2019/01/26 00:00:57;0;0;;0;;;;;
2019/01/26 04:02:04;null;null;;null;;;;;
2019/01/26 04:02:33;0;;;;;;;;
2019/01/26 04:02:33;;0;;0;;;;;
2019/01/26 04:39:31;356;;;;;;;;
2019/01/26 04:40:32;0;;;;;;;;
2019/01/26 14:05:45;;;0;;;;;;
2019/01/27 00:00:37;null;null;null;null;;;;;
2019/01/27 00:00:59;0;0;0;0;;;;;
2019/01/27 07:25:55;309;309;309;309;;;;;
2019/01/27 07:37:29;315;315;;;;;;;
2019/01/27 07:37:39;;;;null;;;;;
2019/01/27 07:37:44;;;null;;;;;;
2019/01/27 07:38:14;null;null;;;;;;;
2019/01/27 13:36:45;;;;894;;;;;
2019/01/27 13:36:50;;;;0;;;;;
2019/01/27 13:37:10;;;;187;;;;;
2019/01/27 13:37:35;;315;;;;;;;
2019/01/27 13:38:10;;;;0;;;;;
2019/01/27 13:38:15;;;;187;;;;;
2019/01/27 13:39:06;;0;;;;;;;
2019/01/27 13:40:16;;;;0;;;;;
2019/01/27 13:40:21;;;;187;;;;;
2019/01/27 13:40:39;;;;;899;;;;
2019/01/27 13:41:21;;;;100;;;;;
2019/01/27 13:50:23;;;;;0;;;;
2019/01/27 13:52:51;;;;0;;;;;
2019/01/27 13:53:29;;;;;309;;;;
2019/01/27 13:58:49;315;;;;;;;;
2019/01/27 13:59:44;0;;;;;;;;
2019/01/27 14:04:07;;;;;0;;;30;
2019/01/27 14:04:47;;;;;;;;899;
2019/01/27 14:23:43;309;;;;;;;;
2019/01/27 14:24:03;;309;;;;;;;
2019/01/27 14:24:18;;;;309;;;;;
2019/01/27 14:24:34;;;;;309;;;;
2019/01/27 15:30:46;;;;;;;899;;
2019/01/27 15:42:45;;;;;;;null;;
2019/01/27 15:51:49;;;;;;;899;;
2019/01/27 16:02:28;;;;;;;0;;
2019/01/27 16:02:38;;;;;;;309;;
2019/01/27 16:03:43;;;;;;;;0;
2019/01/27 16:03:53;;;;;;;;309;
2019/01/27 16:12:24;;;309;;;;;;
2019/01/27 16:13:24;;;null;;;;;;
2019/01/27 16:18:21;;;309;;;;;;
2019/01/27 16:25:11;;;;;;;null;;
2019/01/27 16:27:52;;;;;;;309;;
2019/01/27 16:31:29;;;;;;;;null;
2019/01/27 16:33:40;;;;;893;;;;
2019/01/27 16:34:07;;;0;;;;;;
2019/01/27 16:35:43;;893;;;;;;;
2019/01/27 16:35:48;893;;;893;;;;;
2019/01/27 16:37:41;;;;;null;;;;
2019/01/27 16:37:44;;;;309;;;;;
2019/01/27 16:37:49;;;;0;;;;;
2019/01/27 16:38:01;;;;;309;;;;
2019/01/27 16:38:06;;;;;0;;;;
2019/01/27 16:38:19;;0;;;;;;;
2019/01/27 16:39:17;;;;;;;0;;
2019/01/27 16:39:35;309;;;;;;;;
2019/01/27 16:39:45;0;;;;;;;;
2019/01/27 16:42:33;;;;;null;;null;;
2019/01/27 16:42:48;;;;;0;;0;;
2019/01/27 16:42:58;;;;;;;;0;
2019/01/27 16:55:12;;;;;null;;null;null;
2019/01/27 16:55:27;;;;;0;;0;0;
2019/01/28 00:00:47;null;null;null;null;null;;null;null;
2019/01/28 00:01:05;;;;;0;;0;0;
2019/01/28 00:01:05;0;0;0;0;;;;;
2019/01/28 11:08:48;;;;;null;;null;null;
2019/01/28 11:09:03;;;;;0;;0;0;
2019/01/28 11:34:09;;;;;null;;;null;
2019/01/28 11:34:24;;;;;;;;0;
2019/01/28 11:34:29;;;;;0;;;;
2019/01/28 11:35:04;;;;;;;;null;
2019/01/28 11:35:09;;;;;null;;null;;
2019/01/28 11:35:19;;;;;;;;0;
2019/01/28 11:35:24;;;;;0;;;;
2019/01/28 11:35:30;;;;;;;0;;
2019/01/28 12:14:45;;;;;;0;;;
2019/01/29 00:00:37;null;null;null;null;null;null;null;null;
2019/01/29 00:00:57;0;0;0;0;;;;;
2019/01/29 00:00:58;;;;;0;0;0;0;
2019/01/29 02:07:17;315;315;;;;;;;
2019/01/29 02:07:19;;;;;;315;315;;
2019/01/29 02:07:24;;;;;;181;;;
2019/01/29 02:07:29;;;;;null;;;315;
2019/01/29 02:07:34;;;;;;;;null;
2019/01/29 02:07:38;;;null;;;;;;
2019/01/29 02:07:43;;;;null;;;;;
2019/01/29 02:07:49;;;;;;;;315;
2019/01/29 02:08:14;;;;;;null;;;
2019/01/29 02:08:19;;;;;;;null;;
2019/01/29 02:08:23;null;null;;;;;;;
2019/01/29 02:08:29;;;;;;;;null;
2019/01/29 07:24:24;;;;;0;;;;
2019/01/29 07:25:39;;;;;;;;315;
2019/01/29 07:26:09;;;;;;;;0;
2019/01/29 07:26:20;;;;;;;;894;
2019/01/29 07:26:25;;;;;;;;0;
2019/01/29 07:27:30;;;;;;;315;;
2019/01/29 07:28:00;;;;;;;0;;
2019/01/29 07:29:45;;;;;;181;;;
2019/01/29 07:32:16;;;;;;0;;;
2019/01/29 16:37:15;;;;;;;309;;
2019/01/29 16:37:20;;;;;309;309;;309;
2019/01/29 16:40:36;;;;;;315;;;
2019/01/29 16:40:41;;;;;;;315;;
2019/01/29 16:41:12;;;;;null;;;null;
2019/01/29 16:41:53;;;;;;null;null;;
2019/01/29 17:45:14;;;;;;;315;315;
2019/01/29 17:45:19;;;;;;315;;;
2019/01/29 17:46:25;;;;;0;;;;
2019/01/29 17:48:40;;;;;;;0;0;
2019/01/29 17:48:45;;;;;;0;;;
2019/01/29 17:49:35;;;;;;;893;893;
2019/01/29 17:49:40;;;;;893;893;;;
2019/01/29 17:53:36;;;;;;0;;;
2019/01/29 17:55:07;;;;;;;;0;
2019/01/29 17:57:43;;;;;0;;;;
2019/01/29 17:58:38;;;;;;;0;;
2019/01/30 00:00:37;;;;;null;null;null;null;
2019/01/30 00:00:56;;;;;0;0;0;0;
2019/01/30 07:06:14;;;;;;;309;309;
2019/01/30 07:06:19;;;;;309;309;;;
2019/01/30 07:08:45;;;;;;315;315;;
2019/01/30 07:08:55;;;;;;;;null;
2019/01/30 07:09:10;;;;;null;;;;
2019/01/30 07:09:15;;;;;;;;182;
2019/01/30 07:09:45;;;;;;null;;null;
2019/01/30 07:09:50;;;;;;;null;;
2019/01/30 13:34:14;;;;;309;;;;
2019/01/30 13:34:44;;;;;0;;;;
2019/01/30 13:36:24;;;;;893;;;;
2019/01/30 13:37:10;;;;;;;;182;
2019/01/30 13:37:15;;;;;;;315;;
2019/01/30 13:41:56;;;;;;315;;;
2019/01/30 13:42:41;;;;;0;;;;
2019/01/30 13:47:03;;;;;;;0;;
2019/01/30 13:49:43;;;;;;0;;0;
2019/01/30 14:27:18;;30;;;;;;;
2019/01/30 14:27:38;;315;;;;;;;
2019/01/30 14:28:23;;null;;;;;;;
2019/01/30 14:42:47;;0;;;;;;;
2019/01/30 15:00:36;;null;;;;;;;
2019/01/30 15:28:48;0;;;;;;;;
2019/01/30 15:38:35;352;;;;;;;;
2019/01/30 15:47:07;;0;;;;;;;
2019/01/30 16:16:10;null;;;;;;;;
2019/01/30 16:35:19;0;;;;;;;;
2019/01/30 18:36:44;;;;;;;85;;
2019/01/30 18:37:44;;;;;;;0;;
2019/01/31 00:00:37;null;null;;;null;null;null;null;
2019/01/31 00:00:57;0;0;;;;;;;
2019/01/31 00:00:59;;;;;0;0;0;0;
2019/01/31 07:54:48;;;0;;;;;;
2019/01/31 07:54:53;;;;0;;;;;
2019/02/01 00:00:37;null;null;null;null;null;null;null;null;
2019/02/01 00:00:58;0;0;0;0;;;;;
2019/02/01 00:01:01;;;;;0;0;0;0;
2019/02/01 09:47:01;0;0;0;0;;;;;
2019/02/01 09:47:02;;;;;0;0;0;0;
2019/02/01 16:15:40;;;;;;null;;;
2019/02/01 16:20:06;;;;;;30;;;
2019/02/01 16:21:02;;;;;;0;;;
2019/02/01 16:36:30;;;;null;;;;;
2019/02/01 16:40:52;;;;30;;;;;
2019/02/01 16:41:47;;;;0;;;;;
2019/02/02 00:00:38;null;null;null;null;null;null;null;null;
2019/02/02 00:00:57;;;;;0;0;0;0;
2019/02/02 00:00:58;0;0;0;0;;;;;
2019/02/03 00:00:47;null;null;;;;;;;
2019/02/03 00:00:47;;;null;null;null;null;null;null;
2019/02/03 00:01:06;0;0;0;0;;;;;
2019/02/03 00:01:07;;;;;0;0;0;0;
2019/02/03 11:21:14;;;;;null;;;;
2019/02/03 11:25:25;;;;;30;;;;
2019/02/03 11:26:20;;;;;0;;;;
2019/02/03 11:34:45;null;null;null;null;null;null;null;null;
2019/02/03 12:01:44;0;0;0;0;;;;;
2019/02/03 12:01:44;;;;;;;0;0;
2019/02/03 12:01:54;;;;;;0;;;
2019/02/03 12:01:58;;;;;0;;;;
2019/02/03 13:18:16;null;null;null;null;null;null;null;null;
2019/02/03 13:40:55;0;0;0;0;;;0;0;
2019/02/03 13:40:55;;;;;;0;;;
2019/02/03 13:40:55;;;;;0;;;;
2019/02/03 17:23:24;null;null;null;null;null;null;null;null;
2019/02/03 17:32:27;0;0;0;;;;;;
2019/02/03 17:32:27;;;;0;;0;0;0;
2019/02/03 17:32:27;;;;;0;;;;
2019/02/03 18:24:54;null;null;null;null;null;null;null;null;
2019/02/03 18:35:26;0;0;0;0;;0;0;0;
2019/02/03 18:35:27;;;;;0;;;;
2019/02/03 18:40:39;null;null;null;null;null;null;null;null;
2019/02/03 19:08:20;0;0;0;0;;0;0;0;
2019/02/03 19:08:21;;;;;0;;;;
2019/02/04 00:00:47;null;null;null;null;null;null;null;null;
2019/02/04 00:01:06;;;;;0;0;0;0;
2019/02/04 00:01:06;0;0;0;0;;;;;
2019/02/04 14:45:30;;;356;;;;;;
2019/02/04 14:46:30;;;0;;;;;;
2019/02/04 14:53:12;;;356;;;;;;
2019/02/04 14:54:13;;;0;;;;;;
2019/02/04 15:00:47;null;null;null;null;null;null;null;null;
2019/02/04 15:14:16;0;;;;0;;0;0;
2019/02/04 15:14:16;;0;;0;;;;;
2019/02/04 15:14:17;;;0;;;;;;
2019/02/04 15:14:28;;;;;;0;;;
2019/02/04 15:42:26;null;null;null;null;null;null;null;null;
2019/02/04 15:42:54;0;0;;0;;;;;
2019/02/04 15:42:55;;;0;;;;;;
2019/02/04 15:43:05;;;;;0;0;0;0;
2019/02/04 15:47:45;null;null;null;null;null;null;null;null;
2019/02/04 15:51:14;0;0;;0;0;0;0;0;
2019/02/04 15:51:16;;;0;;;;;;
2019/02/04 16:34:27;null;null;null;null;null;null;null;null;
2019/02/04 16:41:06;356;;;;;;;;
2019/02/04 16:42:07;0;;;;;;;;
2019/02/04 16:51:26;;0;;0;0;0;0;0;
2019/02/04 16:51:27;;;0;;;;;;
2019/02/04 16:51:28;0;;;;;;;;
2019/02/04 17:29:14;;338;;;;;;;
2019/02/04 17:30:14;;0;;;;;;;
2019/02/04 18:01:28;356;;;;;;;;
2019/02/04 18:02:28;0;;;;;;;;
2019/02/04 18:12:30;;;;144;;;;;
2019/02/04 18:13:05;;;;;;;;144;
2019/02/04 18:17:37;356;;;;;;;;
2019/02/04 18:18:37;0;;;;;;;;
2019/02/04 18:26:39;;144;;;;;;;
2019/02/04 18:49:25;;;144;;;;;;
2019/02/04 18:53:42;;0;;;;;;;
2019/02/04 19:11:01;;356;;;;;;;
2019/02/04 19:12:02;;0;;;;;;;
2019/02/04 19:24:15;;;;;;;;0;
2019/02/04 19:24:55;891;;;;;;;;
2019/02/04 19:25:55;0;;;;;;;;
2019/02/04 19:27:15;;356;;;;;;;
2019/02/04 19:28:21;;0;;;;;;;
2019/02/04 19:46:50;356;;;;;;;;
2019/02/04 19:47:50;891;;;;;;;;
2019/02/04 19:52:52;0;;;;;;;;
2019/02/04 19:58:18;;;;0;;;;;
2019/02/04 20:15:13;;356;;;;;;;
2019/02/04 20:16:13;;0;;;;;;;
2019/02/04 20:16:33;;180;;;;;;;
2019/02/04 21:25:51;;;0;;;;;;
2019/02/05 00:00:38;null;null;null;null;null;null;null;null;
2019/02/05 00:01:00;0;180;0;0;;;;;
2019/02/05 00:01:01;;;;;0;0;0;0;
2019/02/05 07:16:56;;null;;;;;;;
2019/02/05 08:20:42;;0;;;;;;;
2019/02/06 00:00:48;null;null;null;null;;;null;null;
2019/02/06 00:00:48;;;;;null;null;;;
2019/02/06 00:01:08;0;0;0;0;;;;;
2019/02/06 00:01:08;;;;;0;0;0;0;
2019/02/06 04:32:40;891;;;;;;;;
2019/02/06 04:38:07;0;;;;;;;;
2019/02/06 06:08:04;356;;;;;;;;
2019/02/06 06:09:04;0;;;;;;;;
2019/02/06 06:44:31;;;;;;;;144;
2019/02/06 06:55:05;;;144;;;;;;
2019/02/06 07:03:32;356;;;;;;;;
2019/02/06 07:04:33;0;;;;;;;;
2019/02/06 07:05:18;180;;;;;;;;
2019/02/06 07:11:25;;;;144;;;;;
2019/02/06 07:11:30;;;;83;;;;;
2019/02/06 07:12:30;;;;144;;;;;
2019/02/06 07:23:16;;;;;;;144;;
2019/02/06 07:43:06;;;;;;144;;;
2019/02/06 07:56:40;;;;;;0;;;
2019/02/06 08:35:58;0;;;;;;;;
2019/02/06 08:41:19;;;0;;;;;;
2019/02/06 08:49:21;;356;;;;;;;
2019/02/06 08:50:21;;0;;;;;;;
2019/02/06 09:04:16;;;;0;;;;;
2019/02/06 09:05:56;356;;;;;;;;
2019/02/06 09:06:56;0;;;;;;;;
2019/02/06 09:11:07;356;;;;;;;;
2019/02/06 09:12:08;0;;;;;;;;
2019/02/06 09:13:18;;356;;;;;;;
2019/02/06 09:13:23;;338;;;;;;;
2019/02/06 09:14:28;;0;;;;;;;
2019/02/06 09:14:56;;;;;;;;0;
2019/02/06 09:18:24;;356;;;;;;;
2019/02/06 09:18:39;356;;;;;;;;
2019/02/06 09:19:20;;0;;;;;;;
2019/02/06 09:19:35;0;;;;;;;;
2019/02/06 09:20:57;;;;;;;0;;
2019/02/06 09:22:20;;891;;;;;;;
2019/02/06 09:26:32;430;;;;;;;;
2019/02/06 09:27:32;0;;;;;;;;
2019/02/06 09:27:52;;0;;;;;;;
2019/02/06 09:40:40;;;356;;;;;;
2019/02/06 09:41:41;;;0;;;;;;
2019/02/06 09:49:33;356;;;;;;;;
2019/02/06 09:50:33;100;;;;;;;;
2019/02/06 09:56:35;;180;;;;;;;
2019/02/06 10:08:23;;;891;;;;;;
2019/02/06 10:13:44;;;0;;;;;;
2019/02/06 10:24:47;;0;;;;;;;
2019/02/06 10:26:53;0;;;;;;;;
2019/02/06 10:27:05;;;;;;;;144;
2019/02/06 10:28:10;;;;;;;144;;
2019/02/06 10:28:20;;;;;;;84;;
2019/02/06 10:29:20;;;;;;;144;;
2019/02/06 10:30:39;356;;;;;;;;
2019/02/06 10:31:39;0;;;;;;;;
2019/02/06 10:43:28;;;;144;;;;;
2019/02/06 10:54:05;;;144;;;;;;
2019/02/06 10:54:15;356;;;;;;;;
2019/02/06 10:55:16;0;;;;;;;;
2019/02/06 10:59:07;;144;;;;;;;
2019/02/06 11:11:05;180;;;;;;;;
2019/02/06 11:16:17;;0;;;;;;;
2019/02/06 11:27:09;;;0;;;;;;
2019/02/06 11:28:11;;;;;;;0;;
2019/02/06 11:28:36;;;;;;;;0;
2019/02/06 11:33:36;;;;0;;;;;
2019/02/06 11:43:03;0;;;;;;;;
2019/02/06 12:12:01;;356;;;;;;;
2019/02/06 12:13:01;;0;;;;;;;
2019/02/06 12:16:37;;;356;;;;;;
2019/02/06 12:17:37;;;0;;;;;;
2019/02/06 12:27:45;356;;;;;;;;
2019/02/06 12:28:45;0;;;;;;;;
2019/02/06 12:36:32;;356;;;;;;;
2019/02/06 12:37:33;;0;;;;;;;
2019/02/06 12:40:03;;;356;;;;;;
2019/02/06 12:40:34;;;0;;;;;;
2019/02/06 12:48:10;356;;;;;;;;
2019/02/06 12:49:11;0;;;;;;;;
2019/02/06 16:14:15;356;;;;;;;;
2019/02/06 16:15:15;0;;;;;;;;
2019/02/06 17:15:01;356;;;;;;;;
2019/02/06 17:16:01;0;;;;;;;;
2019/02/07 00:00:38;null;null;null;null;null;null;null;null;
2019/02/07 00:00:57;;;;;0;0;0;0;
2019/02/07 00:00:58;0;0;0;0;;;;;
2019/02/07 18:43:25;;;;;null;null;null;null;
2019/02/07 18:43:27;null;null;null;null;;;;;
2019/02/07 18:46:28;0;0;0;0;;;;;
2019/02/07 18:46:30;;;;;0;0;0;0;
2019/02/08 00:00:38;null;null;null;null;null;null;null;null;
2019/02/08 00:00:57;0;0;0;0;;;;;
2019/02/08 00:00:59;;;;;0;0;0;0;
2019/02/08 02:43:21;;;;;null;;;;
2019/02/08 02:47:42;;;;;0;;;;
2019/02/08 02:48:07;;;;;30;;;;
2019/02/08 02:48:32;;;;;604;;;;
2019/02/08 09:52:56;;;;;0;;;;
2019/02/08 23:01:26;;;;;null;;;;
2019/02/08 23:05:47;;;;;30;;;;
2019/02/08 23:06:42;;;;;0;;;;
2019/02/09 00:00:38;null;;;;;;;;
2019/02/09 00:00:38;;null;null;null;null;null;null;null;
2019/02/09 00:00:58;;;;;0;0;0;0;
2019/02/09 00:00:59;0;0;0;0;;;;;
2019/02/09 05:56:09;;;275;;;;;;
2019/02/09 06:22:51;;;0;;;;;;
2019/02/10 00:00:38;null;null;null;null;null;null;null;null;
2019/02/10 00:00:59;;;;;0;0;0;0;
2019/02/10 00:01:04;0;0;0;0;;;;;
2019/02/10 13:42:17;417;;;;;;;;
2019/02/10 14:26:03;0;;;;;;;;
2019/02/10 20:51:47;;null;;;;;;;
2019/02/10 20:56:08;;30;;;;;;;
2019/02/10 20:57:03;;0;;;;;;;
2019/02/10 23:40:50;;;null;;;;;;
2019/02/10 23:45:11;;;30;;;;;;
2019/02/10 23:46:06;;;0;;;;;;
2019/02/11 00:00:47;null;null;null;null;null;null;null;null;
2019/02/11 00:01:06;;;;;0;0;0;0;
2019/02/11 00:01:07;0;0;0;0;;;;;
2019/02/11 01:58:40;;;;;;;;null;
2019/02/11 02:03:06;;;;;;;;30;
2019/02/11 02:04:01;;;;;;;;0;
2019/02/11 14:02:42;;;;;;;;338;
2019/02/11 14:03:12;;;;;338;;;;
2019/02/11 14:03:42;;;;;;;;0;
2019/02/11 14:04:17;;;;;0;;;;
2019/02/12 00:00:47;null;null;null;null;null;null;null;null;
2019/02/12 00:01:07;0;0;0;0;;;;;
2019/02/12 00:01:07;;;;;0;0;0;0;
2019/02/12 01:13:20;;;;356;;;;;
2019/02/12 01:14:20;;;;0;;;;;
2019/02/12 01:20:06;;;;;;356;;;
2019/02/12 01:21:06;;;;;;0;;;
2019/02/12 02:09:24;;;;;;;;356;
2019/02/12 02:09:38;;;356;;;;;;
2019/02/12 02:10:24;;;;;;;;0;
2019/02/12 02:10:39;;;84;;;;;;
2019/02/12 02:10:54;;;0;;;;;;
2019/02/12 02:34:39;;;;;;;;356;
2019/02/12 02:35:40;;;;;;;;0;
2019/02/12 02:47:03;;;;;;;;356;
2019/02/12 02:48:03;;;;;;;;0;
2019/02/12 02:55:55;;;;356;;;;;
2019/02/12 02:56:55;;;;84;;;;;
2019/02/12 02:57:05;;;;0;;;;;
2019/02/12 03:08:59;;;;;;356;;;
2019/02/12 03:09:55;;;;;;0;;;
2019/02/12 03:28:25;;;;356;;;;;
2019/02/12 03:29:25;;;;0;;;;;
2019/02/12 03:37:32;;;356;;;;;;
2019/02/12 03:38:32;;;0;;;;;;
2019/02/12 03:48:05;;;356;;;;;;
2019/02/12 03:49:05;;;0;;;;;;
2019/02/12 03:55:42;;;;356;;;;;
2019/02/12 03:56:42;;;;0;;;;;
2019/02/12 04:04:34;;338;;;;;;;
2019/02/12 04:05:39;;0;;;;;;;
2019/02/12 04:16:02;;;356;;;;;;
2019/02/12 04:17:02;;;84;;;;;;
2019/02/12 04:17:12;;;0;;;;;;
2019/02/12 06:22:08;;356;;;;;;;
2019/02/12 06:23:08;;0;;;;;;;
2019/02/12 06:36:37;;356;;;;;;;
2019/02/12 06:37:37;;0;;;;;;;
2019/02/12 06:43:38;;356;;;;;;;
2019/02/12 06:44:39;;0;;;;;;;
2019/02/12 08:16:12;;;356;;;;;;
2019/02/12 08:17:13;;;0;;;;;;
2019/02/12 11:20:58;;null;;;;;;;
2019/02/12 11:25:19;;30;;;;;;;
2019/02/12 11:26:14;;0;;;;;;;
2019/02/12 14:14:17;318;;;;;;;;
2019/02/12 14:15:23;0;;;;;;;;
2019/02/13 00:00:37;null;null;null;null;null;null;null;null;
2019/02/13 00:00:57;;;;;0;0;0;0;
