Date start:2018/06/22;Date stop:2021/03/10
Device;Date start;Date stop;Duration;Duration (sec);Error code;Description;Nature;Cause;Energy loss(kWh);Modified by
 443; 2019/03/04 17:21:19; 2019/03/04 17:31:43;="00:10:24";624;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;225,86;;
 450; 2019/03/10 13:53:00; 2019/03/10 14:03:12;="00:10:12";612;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;273,17;;
 451; 2019/03/10 15:23:54; 2019/03/10 15:33:48;="00:09:54";594;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;114,84;;
 454; 2019/03/11 11:30:18; 2019/03/11 11:40:18;="00:10:00";600;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;9,38;;
 455; 2019/03/11 12:57:00; 2019/03/11 13:07:18;="00:10:18";618;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;2,90;;
 456; 2019/03/11 20:56:18; 2019/03/11 21:06:36;="00:10:18";618;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;151,28;;
 457; 2019/03/11 21:20:30; 2019/03/11 21:30:54;="00:10:24";624;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;38,39;;
 458; 2019/03/11 21:38:18; 2019/03/11 21:48:36;="00:10:18";618;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;332,87;;
 491; 2019/03/11 21:55:54; 2019/03/12 10:47:16;="12:51:22";46282;100;[100] - Too many auto-restarts;Other;DEV_UN;25525,11;;
 461; 2019/03/12 12:45:40; 2019/03/12 12:55:52;="00:10:12";612;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;333,84;;
 462; 2019/03/12 13:17:40; 2019/03/12 13:28:04;="00:10:24";624;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;316,16;;
 463; 2019/03/12 13:45:28; 2019/03/12 13:55:40;="00:10:12";612;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;221,51;;
 464; 2019/03/12 21:27:52; 2019/03/12 21:38:04;="00:10:12";612;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;128,59;;
 465; 2019/03/12 22:01:52; 2019/03/12 22:12:22;="00:10:30";630;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;48,47;;
 466; 2019/03/12 22:47:34; 2019/03/12 22:58:16;="00:10:42";642;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;0,00;;
 467; 2019/03/12 23:39:22; 2019/03/12 23:45:22;="00:06:00";360;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;0,00;;
 469; 2019/03/13 10:44:10; 2019/03/13 11:12:04;="00:27:54";1674;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;11,67;GIAN_SOFI;
 475; 2019/03/18 08:01:53; 2019/03/18 08:08:17;="00:06:24";384;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 479; 2019/03/22 13:53:06; 2019/03/22 14:49:36;="00:56:30";3390;-1;Unknown error;Other;DEV_SC;1513,26;GIAN_SOFI;
 489; 2019/04/02 07:11:13; 2019/04/02 14:59:07;="07:47:54";28074;-1;Unknown error;Other;DEV_SC;153,93;GIAN_SOFI;
 490; 2019/04/04 07:29:49; 2019/04/04 13:20:13;="05:50:24";21024;-1;Unknown error;Other;DEV_SC;2594,35;GIAN_SOFI;
 497; 2019/04/14 10:09:10; 2019/04/14 10:37:04;="00:27:54";1674;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 498; 2019/04/17 07:25:35; 2019/04/17 12:07:47;="04:42:12";16932;-1;Unknown error;Other;DEV_SC;1674,98;GIAN_SOFI;
 503; 2019/05/02 12:52:18; 2019/05/02 12:58:12;="00:05:54";354;315;[315] - ExEx low voltage L;Electrical;GRID;5,70;GIAN_SOFI;
 517; 2019/05/12 07:49:20; 2019/05/12 15:29:08;="07:39:48";27588;899;[899] - Grid volt above stop lim;Electrical;GRID;414,31;;
 531; 2019/05/28 13:32:26; 2019/05/28 14:08:56;="00:36:30";2190;-1;Unknown error;Other;DEV_SC;257,24;CAPU_GIOV;
 543; 2019/06/03 17:49:24; 2019/06/03 18:19:06;="00:29:42";1782;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 584; 2019/06/29 11:56:32; 2019/06/29 12:09:32;="00:13:00";780;326;[326] - High temp, Aux;Temperature;ENV;429,43;GIAN_SOFI;
 596; 2019/07/01 09:33:38; 2019/07/01 10:01:50;="00:28:12";1692;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 597; 2019/07/02 18:00:15; 2019/07/02 18:38:15;="00:38:00";2280;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 599; 2019/07/12 07:05:05; 2019/07/12 07:43:35;="00:38:30";2310;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 600; 2019/07/13 17:57:29; 2019/07/13 18:48:47;="00:51:18";3078;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;2,43;;
 604; 2019/07/15 10:58:11; 2019/07/15 15:28:35;="04:30:24";16224;-1;Unknown error;Other;DEV_SC;5319,03;GIAN_SOFI;
 605; 2019/07/16 11:49:18; 2019/07/16 12:03:00;="00:13:42";822;326;[326] - High temp, Aux;Temperature;DEV_UN;443,38;GIAN_SOFI;
 606; 2019/07/16 12:45:00; 2019/07/16 14:28:36;="01:43:36";6216;-1;Unknown error;Other;DEV_UN;2399,50;GIAN_SOFI;
 607; 2019/07/18 19:56:24; 2019/07/18 20:16:06;="00:19:42";1182;315;[315] - ExEx low voltage L;Electrical;GRID;15,56;;
 613; 2019/07/28 15:46:54; 2019/07/28 15:53:06;="00:06:12";372;315;[315] - ExEx low voltage L;Electrical;GRID;22,01;;
 616; 2019/07/30 14:19:49; 2019/07/30 15:03:55;="00:44:06";2646;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 619; 2019/08/04 14:32:31; 2019/08/04 15:01:13;="00:28:42";1722;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;9,67;;
 623; 2019/08/07 07:32:40; 2019/08/07 15:08:40;="07:36:00";27360;-1;Unknown error;Other;DEV_SC;543,26;GIAN_SOFI;
 624; 2019/08/07 20:10:58; 2019/08/07 20:42:34;="00:31:36";1896;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;78,47;;
 629; 2019/08/17 10:11:11; 2019/08/17 10:43:53;="00:32:42";1962;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 635; 2019/08/23 08:30:13; 2019/08/23 10:23:13;="01:53:00";6780;-1;Unknown error;Other;DEV_SC;84,83;CAPU_GIOV;
 636; 2019/08/24 19:11:58; 2019/08/24 19:18:28;="00:06:30";390;315;[315] - ExEx low voltage L;Electrical;GRID;106,71;;
 642; 2019/08/27 10:00:59; 2019/08/27 10:32:29;="00:31:30";1890;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 648; 2019/09/01 15:08:36; 2019/09/01 15:22:26;="00:13:50";830;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 655; 2019/09/12 23:28:42; 2019/09/12 23:41:30;="00:12:48";768;326;[326] - High temp, Aux;Temperature;ENV;422,82;GIAN_SOFI;
 656; 2019/09/13 08:08:48; 2019/09/13 13:17:18;="05:08:30";18510;309;[309] - Pause over RCS;Other;ELE_SC;2432,07;CAPU_GIOV;
 661; 2019/09/17 07:46:29; 2019/09/17 08:46:41;="01:00:12";3612;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 669; 2019/09/23 10:24:13; 2019/09/23 16:45:01;="06:20:48";22848;309;[309] - Pause over RCS;Other;DEV_SC;3996,65;GIAN_SOFI;
 678; 2019/10/02 14:57:23; 2019/10/02 15:03:53;="00:06:30";390;899;[899] - Grid volt above stop lim;Electrical;GRID;148,42;;
 679; 2019/10/02 16:19:05; 2019/10/07 12:34:40;="116:15:35";418535;315;[315] - ExEx low voltage L;Electrical;FMJ;49107,85;GIAN_SOFI;
 685; 2019/10/07 13:30:40; 2019/10/07 13:45:28;="00:14:48";888;309;[309] - Pause over RCS;Other;FMJ;490,75;GIAN_SOFI;
 689; 2019/10/07 19:26:52; 2019/10/07 19:39:28;="00:12:36";756;326;[326] - High temp, Aux;Temperature;FMJ;419,93;GIAN_SOFI;
 690; 2019/10/07 22:36:16; 2019/10/07 22:48:40;="00:12:24";744;326;[326] - High temp, Aux;Temperature;FMJ;412,84;GIAN_SOFI;
 691; 2019/10/09 07:31:20; 2019/10/09 09:36:20;="02:05:00";7500;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 692; 2019/10/09 09:36:20; 2019/10/09 11:03:14;="01:26:54";5214;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 693; 2019/10/11 07:39:32; 2019/10/11 16:44:50;="09:05:18";32718;-1;Unknown error;Other;DEV_SC;1633,97;GIAN_SOFI;
 696; 2019/10/16 00:51:42; 2019/10/16 01:24:06;="00:32:24";1944;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;97,96;;
 697; 2019/10/16 07:27:54; 2019/10/16 11:27:48;="03:59:54";14394;-1;Unknown error;Other;DEV_SC;336,57;GIAN_SOFI;
 701; 2019/10/31 10:12:39; 2019/10/31 10:40:39;="00:28:00";1680;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 704; 2019/11/03 11:38:40; 2019/11/03 11:44:46;="00:06:06";366;315;[315] - ExEx low voltage L;Electrical;GRID;42,78;;
 712; 2019/11/09 20:21:00; 2019/11/09 20:26:54;="00:05:54";354;315;[315] - ExEx low voltage L;Electrical;GRID;45,32;;
 713; 2019/11/10 09:14:06; 2019/11/10 09:33:12;="00:19:06";1146;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 714; 2019/11/11 07:29:48; 2019/11/11 08:27:36;="00:57:48";3468;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 724; 2019/11/15 20:46:00; 2019/11/15 21:35:42;="00:49:42";2982;333;[333] - High cur, rotor inv, L;Electrical;GRID;216,52;GIAN_SOFI;
 725; 2019/11/16 07:13:18; 2019/11/16 23:39:24;="16:26:06";59166;315;[315] - ExEx low voltage L;Electrical;GRID;4297,69;;
 726; 2019/11/17 08:00:12; 2019/11/17 13:30:45;="05:30:33";19833;315;[315] - ExEx low voltage L;Electrical;GRID;2278,48;GIAN_SOFI;
 735; 2019/12/06 11:05:13; 2019/12/06 11:51:13;="00:46:00";2760;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 747; 2019/12/10 16:15:17; 2019/12/10 17:25:23;="01:10:06";4206;186;[186] - Thermoerror yawmotor F;Yaw_system;DEV_UN;2336,67;GIAN_SOFI;
 748; 2019/12/10 17:59:11; 2019/12/10 18:22:11;="00:23:00";1380;186;[186] - Thermoerror yawmotor F;Yaw_system;DEV_UN;766,67;GIAN_SOFI;
 749; 2019/12/10 18:28:59; 2019/12/13 15:53:35;="69:24:36";249876;891;[891] - Yaw prot,;Yaw_system;DEV_UN;35671,68;GIAN_SOFI;
 754; 2019/12/21 04:06:12; 2019/12/21 07:57:24;="03:51:12";13872;154;[154] - Max rotor RPM;Rotor;ENV;2818,07;GIAN_SOFI;
 755; 2019/12/22 10:09:30; 2019/12/22 10:49:48;="00:40:18";2418;154;[154] - Max rotor RPM;Rotor;ENV;1334,89;GIAN_SOFI;
 764; 2019/12/28 06:21:12; 2019/12/28 07:06:12;="00:45:00";2700;154;[154] - Max rotor RPM;Rotor;ENV;1435,08;GIAN_SOFI;
 765; 2019/12/28 20:30:06; 2019/12/28 22:43:00;="02:12:54";7974;154;[154] - Max rotor RPM;Rotor;ENV;3430,03;GIAN_SOFI;
 766; 2019/12/28 23:01:06; 2019/12/28 23:55:24;="00:54:18";3258;892;[892] - Yaw gear protection stop;Yaw_system;ENV;1810,00;;
 767; 2019/12/29 03:06:00; 2019/12/29 06:22:36;="03:16:36";11796;154;[154] - Max rotor RPM;Rotor;ENV;6494,61;GIAN_SOFI;
 768; 2019/12/29 16:22:12; 2019/12/29 16:38:12;="00:16:00";960;154;[154] - Max rotor RPM;Rotor;ENV;531,73;GIAN_SOFI;
 769; 2019/12/29 22:20:30; 2019/12/30 01:37:12;="03:16:42";11802;154;[154] - Max rotor RPM;Rotor;ENV;6555,21;GIAN_SOFI;
 770; 2019/12/30 05:24:42; 2019/12/30 06:19:48;="00:55:06";3306;154;[154] - Max rotor RPM;Rotor;ENV;1833,42;GIAN_SOFI;
 778; 2019/12/30 20:35:42; 2019/12/30 22:23:48;="01:48:06";6486;154;[154] - Max rotor RPM;Rotor;DEV_UN;3131,02;;
 779; 2019/12/30 23:12:36; 2019/12/30 23:28:18;="00:15:42";942;154;[154] - Max rotor RPM;Rotor;DEV_UN;493,19;;
 786; 2020/01/02 00:53:54; 2020/01/02 05:43:36;="04:49:42";17382;154;[154] - Max rotor RPM;Rotor;DEV_UN;4957,91;;
 787; 2020/01/02 11:55:54; 2020/01/02 15:22:12;="03:26:18";12378;154;[154] - Max rotor RPM;Rotor;DEV_UN;2595,65;;
 788; 2020/01/05 15:50:48; 2020/01/05 16:21:18;="00:30:30";1830;154;[154] - Max rotor RPM;Rotor;DEV_UN;1015,68;;
 789; 2020/01/06 00:10:54; 2020/01/06 00:40:54;="00:30:00";1800;891;[891] - Yaw prot,;Yaw_system;ENV;999,99;;
 790; 2020/01/06 02:43:06; 2020/01/06 06:16:06;="03:33:00";12780;144;[144] - High windspeed;Wind_out_of_range;ENV;7100,01;;
 798; 2020/01/08 05:45:42; 2020/01/08 05:58:06;="00:12:24";744;154;[154] - Max rotor RPM;Rotor;DEV_UN;410,47;;
 799; 2020/01/09 07:24:42; 2020/01/09 09:15:18;="01:50:36";6636;-1;Unknown error;Other;DEV_UN;0,00;GIAN_SOFI;
 800; 2020/01/11 19:45:42; 2020/01/11 20:19:36;="00:33:54";2034;154;[154] - Max rotor RPM;Rotor;DEV_UN;773,31;;
 802; 2020/01/19 08:47:54; 2020/01/19 08:56:24;="00:08:30";510;154;[154] - Max rotor RPM;Rotor;DEV_UN;173,47;;
 803; 2020/01/19 13:32:06; 2020/01/19 13:46:00;="00:13:54";834;154;[154] - Max rotor RPM;Rotor;DEV_UN;454,87;;
 805; 2020/01/22 12:35:08; 2020/01/22 13:03:08;="00:28:00";1680;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 806; 2020/01/23 07:47:44; 2020/01/23 08:58:26;="01:10:42";4242;-1;Unknown error;Other;DEV_UN;74,47;MITO_MICH;
 807; 2020/01/26 11:42:38; 2020/01/26 12:58:20;="01:15:42";4542;181;[181] - Feedback yawing CW;Yaw_system;OTH;0,00;MITO_MICH;
 810; 2020/01/28 14:55:15; 2020/01/28 17:56:45;="03:01:30";10890;900;[900] - Pause through local keyboard;Other;DEV_SC;4313,69;;
 817; 2020/02/06 01:32:23; 2020/02/06 03:13:23;="01:41:00";6060;891;[891] - Yaw prot,;Yaw_system;ENV;3366,10;;
 818; 2020/02/06 07:22:05; 2020/02/06 08:43:41;="01:21:36";4896;892;[892] - Yaw gear protection stop;Yaw_system;ENV;2719,83;;
 819; 2020/02/06 13:25:41; 2020/02/06 13:56:23;="00:30:42";1842;144;[144] - High windspeed;Wind_out_of_range;ENV;690,00;;
 822; 2020/02/16 10:47:23; 2020/02/16 11:34:23;="00:47:00";2820;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;9,67;;
 826; 2020/02/18 09:50:47; 2020/02/18 10:10:11;="00:19:24";1164;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 827; 2020/02/23 10:36:30; 2020/02/23 11:04:48;="00:28:18";1698;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 832; 2020/03/04 09:34:57; 2020/03/04 10:05:21;="00:30:24";1824;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 836; 2020/03/10 20:46:09; 2020/03/10 23:06:41;="02:20:32";8432;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 853; 2020/03/26 01:41:21; 2020/03/26 02:42:09;="01:00:48";3648;891;[891] - Yaw prot,;Yaw_system;ENV;2026,66;;
 854; 2020/03/26 02:57:03; 2020/03/26 08:15:03;="05:18:00";19080;892;[892] - Yaw gear protection stop;Yaw_system;ENV;10599,34;;
 855; 2020/03/26 14:29:03; 2020/03/26 14:59:21;="00:30:18";1818;891;[891] - Yaw prot,;Yaw_system;ENV;1010,01;;
 882; 2020/04/12 11:03:24; 2020/04/12 17:18:36;="06:15:12";22512;315;[315] - ExEx low voltage L;Electrical;LIM;908,38;GIAN_SOFI;
 890; 2020/04/16 00:56:56; 2020/04/16 03:13:56;="02:17:00";8220;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;18,17;;
 910; 2020/05/21 08:59:35; 2020/05/21 09:10:11;="00:10:36";636;891;[891] - Yaw prot,;Yaw_system;ENV;353,35;;
 911; 2020/05/21 09:16:11; 2020/05/21 09:21:47;="00:05:36";336;891;[891] - Yaw prot,;Yaw_system;ENV;186,67;;
 912; 2020/05/21 09:42:59; 2020/05/21 12:26:47;="02:43:48";9828;892;[892] - Yaw gear protection stop;Yaw_system;ENV;5048,40;;
 916; 2020/05/29 14:30:51; 2020/05/29 15:15:09;="00:44:18";2658;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;4,98;;
 924; 2020/06/05 06:46:00; 2020/06/05 06:52:12;="00:06:12";372;315;[315] - ExEx low voltage L;Electrical;GRID;149,79;;
 925; 2020/06/06 08:04:30; 2020/06/06 08:38:30;="00:34:00";2040;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;24,83;;
 926; 2020/06/06 16:28:06; 2020/06/06 16:33:12;="00:05:06";306;176;[176] - Error on all wind sensors;Other;DEV_UN;39,18;;
 927; 2020/06/06 16:40:48; 2020/06/06 18:14:18;="01:33:30";5610;176;[176] - Error on all wind sensors;Other;DEV_UN;1085,75;;
 928; 2020/06/07 06:31:30; 2020/06/07 07:20:00;="00:48:30";2910;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 937; 2020/06/12 07:02:18; 2020/06/12 14:29:00;="07:26:42";26802;-1;Unknown error;Other;DEV_SC;323,72;GIAN_SOFI;
 943; 2020/06/16 07:03:13; 2020/06/16 13:54:43;="06:51:30";24690;-1;Unknown error;Other;DEV_SC;29,00;GIAN_SOFI;
 944; 2020/06/18 09:35:14; 2020/06/18 14:29:14;="04:54:00";17640;-1;Unknown error;Other;DEV_SC;1598,79;GIAN_SOFI;
 952; 2020/06/26 10:50:53; 2020/06/26 11:29:11;="00:38:18";2298;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 962; 2020/07/02 08:55:31; 2020/07/02 10:49:13;="01:53:42";6822;900;[900] - Pause through local keyboard;Other;DEV_SC;0,00;;
 963; 2020/07/04 13:41:20; 2020/07/04 17:25:32;="03:44:12";13452;315;[315] - ExEx low voltage L;Electrical;GRID;420,17;GASP_STEF;
 970; 2020/07/07 19:13:01; 2020/07/07 20:18:37;="01:05:36";3936;315;[315] - ExEx low voltage L;Electrical;GRID;884,26;;
 971; 2020/07/08 16:36:08; 2020/07/08 17:05:38;="00:29:30";1770;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;176,63;;
 978; 2020/07/12 16:19:44; 2020/07/12 17:39:20;="01:19:36";4776;315;[315] - ExEx low voltage L;Electrical;GRID;1997,76;GIAN_SOFI;
 986; 2020/07/15 07:35:36; 2020/07/15 08:10:42;="00:35:06";2106;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 988; 2020/07/17 15:01:32; 2020/07/17 15:29:38;="00:28:06";1686;154;[154] - Max rotor RPM;Rotor;DEV_UN;898,78;;
 989; 2020/07/18 10:52:32; 2020/07/18 13:58:26;="03:05:54";11154;154;[154] - Max rotor RPM;Rotor;DEV_UN;2276,56;;
 994; 2020/07/20 10:24:08; 2020/07/20 12:49:50;="02:25:42";8742;309;[309] - Pause over RCS;Electrical;GRID;0,00;;
 999; 2020/07/20 17:43:02; 2020/07/20 18:18:26;="00:35:24";2124;-1;Unknown error;Other;GRID;59,95;GASP_STEF;
 1000; 2020/07/20 21:43:02; 2020/07/20 22:13:32;="00:30:30";1830;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;6,73;;
 1001; 2020/07/26 12:04:11; 2020/07/26 12:36:23;="00:32:12";1932;276;[276] - Start auto-outyawing CCW;Yaw_system;OTH;0,00;;
 1003; 2020/07/31 19:29:41; 2020/07/31 20:34:35;="01:04:54";3894;154;[154] - Max rotor RPM;Rotor;DEV_UN;548,94;;
 1013; 2020/08/04 02:49:01; 2020/08/04 03:01:21;="00:12:20";740;154;[154] - Max rotor RPM;Rotor;DEV_UN;407,43;;
 1014; 2020/08/04 21:05:39; 2020/08/05 12:06:03;="15:00:24";54024;216;[216] - Oil leakage in Hub;Hub;DEV_UN;4658,91;;
 1025; 2020/08/15 16:51:25; 2020/08/15 17:00:31;="00:09:06";546;154;[154] - Max rotor RPM;Rotor;DEV_UN;152,14;;
 1028; 2020/08/17 18:22:37; 2020/08/17 18:34:19;="00:11:42";702;154;[154] - Max rotor RPM;Rotor;DEV_UN;156,52;;
 1029; 2020/08/17 19:57:31; 2020/08/17 20:06:01;="00:08:30";510;154;[154] - Max rotor RPM;Rotor;DEV_UN;46,85;;
 1030; 2020/08/18 15:40:50; 2020/08/18 15:57:44;="00:16:54";1014;154;[154] - Max rotor RPM;Rotor;DEV_UN;372,46;;
 1038; 2020/08/25 13:34:20; 2020/08/25 13:40:50;="00:06:30";390;154;[154] - Max rotor RPM;Rotor;DEV_UN;16,14;;
 1040; 2020/08/30 14:59:51; 2020/08/30 15:11:03;="00:11:12";672;148;[148] - High temperature Gen;Temperature;DEV_UN;370,21;;
 1046; 2020/08/31 15:35:45; 2020/08/31 15:44:15;="00:08:30";510;154;[154] - Max rotor RPM;Rotor;DEV_UN;141,61;;
 1053; 2020/09/02 14:09:10; 2020/09/02 15:01:16;="00:52:06";3126;309;[309] - Pause over RCS;Other;ELE_SC;85,39;MARC_NARD;
 1054; 2020/09/03 08:06:34; 2020/09/03 15:57:22;="07:50:48";28248;309;[309] - Pause over RCS;Other;ELE_SC;266,35;MARC_NARD;
 1055; 2020/09/04 09:38:57; 2020/09/04 10:26:15;="00:47:18";2838;154;[154] - Max rotor RPM;Rotor;DEV_UN;1101,64;;
 1067; 2020/09/12 07:07:33; 2020/09/12 07:13:57;="00:06:24";384;154;[154] - Max rotor RPM;Rotor;DEV_UN;49,17;;
 1068; 2020/09/12 14:27:03; 2020/09/12 14:43:27;="00:16:24";984;154;[154] - Max rotor RPM;Rotor;DEV_UN;130,48;;
 1069; 2020/09/12 17:02:51; 2020/09/12 17:16:57;="00:14:06";846;154;[154] - Max rotor RPM;Rotor;DEV_UN;306,21;;
 1070; 2020/09/13 19:17:21; 2020/09/13 19:23:51;="00:06:30";390;154;[154] - Max rotor RPM;Rotor;DEV_UN;197,60;;
 1086; 2020/09/22 08:18:02; 2020/09/22 18:41:02;="10:23:00";37380;-1;Unknown error;Other;DEV_SC;1978,24;GIAN_SOFI;
 1087; 2020/09/27 18:52:42; 2020/09/27 19:22:00;="00:29:18";1758;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;21,27;;
 1089; 2020/10/04 02:31:19; 2020/10/04 02:41:43;="00:10:24";624;154;[154] - Max rotor RPM;Rotor;DEV_UN;170,73;;
 1090; 2020/10/05 02:29:25; 2020/10/05 02:50:49;="00:21:24";1284;154;[154] - Max rotor RPM;Rotor;DEV_UN;408,65;;
 1094; 2020/10/05 13:44:13; 2020/10/05 13:53:01;="00:08:48";528;154;[154] - Max rotor RPM;Rotor;DEV_UN;116,62;;
 1095; 2020/10/08 10:05:13; 2020/10/08 14:56:49;="04:51:36";17496;-1;Unknown error;Other;DEV_SC;3565,63;GASP_STEF;
 1106; 2020/10/19 17:31:39; 2020/10/19 18:02:33;="00:30:54";1854;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;119,40;;
 1107; 2020/10/20 09:06:39; 2020/10/20 09:34:57;="00:28:18";1698;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 1112; 2020/10/26 15:54:00; 2020/10/26 16:04:12;="00:10:12";612;154;[154] - Max rotor RPM;Rotor;DEV_UN;118,32;;
 1125; 2020/11/04 07:17:43; 2020/11/05 14:05:13;="30:47:30";110850;-1;Unknown error;Other;DEV_SC;876,38;CAPU_GIOV;
 1134; 2020/11/10 07:19:07; 2020/11/10 14:48:13;="07:29:06";26946;-1;Unknown error;Other;DEV_SC;0,00;MARC_NARD;
 1135; 2020/11/11 07:10:31; 2020/11/11 14:44:25;="07:33:54";27234;-1;Unknown error;Other;DEV_SC;0,00;MARC_NARD;
 1136; 2020/11/12 07:15:49; 2020/11/12 13:13:13;="05:57:24";21444;-1;Unknown error;Other;DEV_SC;61,11;MARC_NARD;
 1154; 2020/11/18 09:27:31; 2020/11/18 09:39:31;="00:12:00";720;154;[154] - Max rotor RPM;Rotor;DEV_UN;273,17;;
 11246; 2020/11/19 07:29:01; 2020/11/19 16:15:44;="08:46:43";31603;-1;Unknown error;Other;DEV_SC;0,00;CAPU_GIOV;
 1157; 2020/11/20 14:52:50; 2020/11/20 18:23:50;="03:31:00";12660;891;[891] - Yaw prot,;Yaw_system;ENV;7033,34;;
 1158; 2020/11/20 18:37:32; 2020/11/20 20:06:32;="01:29:00";5340;144;[144] - High windspeed;Wind_out_of_range;ENV;2966,66;;
 1159; 2020/11/20 20:58:38; 2020/11/21 19:54:08;="22:55:30";82530;892;[892] - Yaw gear protection stop;Yaw_system;ENV;43183,33;;
 1163; 2020/11/22 13:29:44; 2020/11/22 13:42:20;="00:12:36";756;154;[154] - Max rotor RPM;Rotor;DEV_UN;274,97;;
 1180; 2020/11/29 09:36:19; 2020/11/29 10:35:13;="00:58:54";3534;315;[315] - ExEx low voltage L;Electrical;GRID;1686,54;;
 1194; 2020/12/03 07:06:24; 2020/12/03 07:31:18;="00:24:54";1494;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 1195; 2020/12/03 08:27:30; 2020/12/03 11:03:36;="02:36:06";9366;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;GASP_STEF;
 1196; 2020/12/05 21:40:18; 2020/12/05 21:55:42;="00:15:24";924;154;[154] - Max rotor RPM;Rotor;DEV_UN;334,45;;
 11188; 2020/12/09 06:33:08; 2020/12/09 06:51:08;="00:18:00";1080;154;[154] - Max rotor RPM;Rotor;DEV_UN;256,97;;
 11198; 2020/12/16 12:30:04; 2020/12/16 13:19:22;="00:49:18";2958;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;GASP_STEF;
 11199; 2020/12/16 15:29:10; 2020/12/16 16:03:14;="00:34:04";2044;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 11200; 2020/12/16 16:50:16; 2020/12/16 16:56:22;="00:06:06";366;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11209; 2020/12/25 08:35:52; 2020/12/25 08:44:22;="00:08:30";510;154;[154] - Max rotor RPM;Rotor;DEV_UN;184,82;;
 11210; 2020/12/27 02:20:34; 2020/12/27 03:36:46;="01:16:12";4572;154;[154] - Max rotor RPM;Rotor;DEV_UN;2534,69;;
 11211; 2020/12/27 22:42:52; 2020/12/27 22:49:58;="00:07:06";426;899;[899] - Grid volt above stop lim;Electrical;GRID;32,78;;
